"PROFICIENCIA_MT_SAEB","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
1.37732702299696,0,0.375389705762772,-0.2,0.355555555555555,-1.01980390271856,0.118431305092759
-0.45792805095174,0,0.375389705762772,1.05,0.355555555555555,-1.01980390271856,0.118431305092759
0.731165649801051,1.30930734141595,1.54848253627143,1.05,1.46666666666667,0.941357448663283,1.10535884753241
-1.0732347882724,0,0.375389705762772,-0.2,0.355555555555555,-1.01980390271856,-0.868496237346895
0.991031252347773,0,0.375389705762772,1.05,0.355555555555555,0.941357448663283,1.10535884753241
0.0513329226000868,1.30930734141595,-0.797703124745891,-1.45,-0.755555555555556,0.941357448663283,0.118431305092759
-1.26353484249017,0,-1.97079595525455,-0.2,-1.86666666666667,-1.01980390271856,-0.868496237346895
0.892889835113684,1.30930734141595,-0.797703124745891,-0.2,-0.755555555555556,0.941357448663283,1.10535884753241
0.120411286106161,0,-0.797703124745891,-0.2,0.355555555555555,0.941357448663283,1.10535884753241
0.276865930306953,1.30930734141595,0.375389705762772,1.05,0.355555555555555,0.941357448663283,0.118431305092759
0.0886459012187756,-1.30930734141595,-0.797703124745891,-0.2,-0.755555555555556,-1.01980390271856,-0.868496237346895
0.870561805313656,0,-0.797703124745891,-0.2,0.355555555555555,0.941357448663283,1.10535884753241
1.53926817396334,1.30930734141595,1.54848253627143,1.05,1.46666666666667,0.941357448663283,1.10535884753241
0.672991449144081,0,0.375389705762772,1.05,0.355555555555555,0.941357448663283,1.10535884753241
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.468743884093941,-1.30930734141595,1.54848253627143,1.05,1.46666666666667,0.941357448663283,1.10535884753241
0.727944939485464,0,-0.797703124745891,-0.2,-1.86666666666667,-1.01980390271856,-1.85542377978655
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
1.39851694776822,1.30930734141595,1.54848253627143,1.05,1.46666666666667,0.941357448663283,0.118431305092759
0.390771829267774,0,0.375389705762772,1.05,0.355555555555555,-1.01980390271856,-1.85542377978655
-1.89594421010781,-1.30930734141595,-0.797703124745891,-0.2,-0.755555555555556,-1.01980390271856,0.118431305092759
-0.0158771978710306,0,0.375389705762772,-1.45,-0.755555555555556,-1.01980390271856,-0.868496237346895
-0.872629516352313,-1.30930734141595,-0.797703124745891,-2.7,-1.86666666666667,0.941357448663283,-0.868496237346895
-0.639384465180485,-1.30930734141595,-0.797703124745891,-0.2,0.355555555555555,-1.01980390271856,-0.868496237346895
-1.78067675520441,-1.30930734141595,-0.797703124745891,-1.45,-0.755555555555556,-1.01980390271856,-0.868496237346895
-1.52882979318424,1.30930734141595,1.54848253627143,-0.2,0.355555555555555,-1.01980390271856,-0.868496237346895
-0.132941441725434,-1.30930734141595,-0.797703124745891,-0.2,0.355555555555555,0.941357448663283,1.10535884753241
