"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num"
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.188432812579147,NA,-1.02515543405402,-1.02591460494464,-0.623956303196072,-0.648811365939578,-1.11579974655409
NA,NA,NA,NA,NA,NA,NA
-0.488012865492056,-0.359824973878903,-1.02515543405402,-1.02591460494464,-0.623956303196072,-1.63910239816314,-1.11579974655409
NA,NA,NA,NA,NA,NA,NA
1.49547297238668,-0.359824973878903,-1.02515543405402,-1.02591460494464,-0.623956303196072,-0.648811365939578,0.425066570115843
NA,NA,NA,NA,NA,NA,NA
1.79347671094974,0.854584312962394,-1.02515543405402,-1.02591460494464,-0.623956303196072,-0.648811365939578,0.425066570115843
0.785059898381685,0.854584312962394,0.267431852361918,0.326427374300566,0.582359216316334,0.341479666283988,0.425066570115843
0.446793960254319,0.854584312962394,0.267431852361918,-1.02591460494464,-0.623956303196072,-0.648811365939578,0.425066570115843
-0.465395859466439,-2.7886435475615,-1.02515543405402,-1.02591460494464,-0.623956303196072,-0.648811365939578,-1.11579974655409
0.380976721206186,0.854584312962394,0.267431852361918,0.326427374300566,0.582359216316334,0.341479666283988,0.425066570115843
NA,NA,NA,NA,NA,NA,NA
-1.65513675532487,0.854584312962394,1.56001913877785,0.326427374300566,0.582359216316334,1.33177069850755,0.425066570115843
0.999296943063212,-0.359824973878903,-1.02515543405402,0.326427374300566,0.582359216316334,0.341479666283988,1.96593288678577
0.641385224509679,0.854584312962394,0.267431852361918,0.326427374300566,-1.83027182270848,-0.648811365939578,0.425066570115843
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.719585137874544,-0.359824973878903,-1.02515543405402,-1.02591460494464,-0.623956303196072,-1.63910239816314,0.425066570115843
NA,NA,NA,NA,NA,NA,NA
-2.17703779610644,-1.5742342607202,1.56001913877785,1.67876935354577,1.78867473582874,1.33177069850755,1.96593288678577
0.382782651392842,0.854584312962394,0.267431852361918,-1.02591460494464,-0.623956303196072,-0.648811365939578,0.425066570115843
0.18894896580339,-0.359824973878903,0.267431852361918,0.326427374300566,0.582359216316334,0.341479666283988,0.425066570115843
-0.517302880422878,-0.359824973878903,1.56001913877785,0.326427374300566,0.582359216316334,1.33177069850755,-1.11579974655409
0.157420663292344,-0.359824973878903,0.267431852361918,1.67876935354577,1.78867473582874,1.33177069850755,0.425066570115843
-1.50682289565625,-1.5742342607202,-1.02515543405402,0.326427374300566,0.582359216316334,0.341479666283988,-1.11579974655409
-1.82883316995053,0.854584312962394,0.267431852361918,0.326427374300566,0.582359216316334,0.341479666283988,-1.11579974655409
-0.323036815399923,-0.359824973878903,-1.02515543405402,0.326427374300566,0.582359216316334,0.341479666283988,0.425066570115843
-0.169855854972815,-1.5742342607202,1.56001913877785,0.326427374300566,0.582359216316334,1.33177069850755,-1.11579974655409
NA,NA,NA,NA,NA,NA,NA
0.00408077289811519,0.854584312962394,0.267431852361918,-1.02591460494464,-1.83027182270848,-1.63910239816314,0.425066570115843
0.406795358305706,0.854584312962394,0.267431852361918,0.326427374300566,0.582359216316334,0.341479666283988,0.425066570115843
0.923329168136868,0.854584312962394,-1.02515543405402,-1.02591460494464,-0.623956303196072,-0.648811365939578,0.425066570115843
-0.901623267160359,0.854584312962394,1.56001913877785,1.67876935354577,1.78867473582874,1.33177069850755,0.425066570115843
0.880721478751304,NA,-1.02515543405402,-1.02591460494464,-0.623956303196072,-0.648811365939578,-1.11579974655409
1.04429565677455,0.854584312962394,0.267431852361918,1.67876935354577,0.582359216316334,0.341479666283988,0.425066570115843
-1.32765453835175,-0.359824973878903,1.56001913877785,1.67876935354577,-0.623956303196072,1.33177069850755,-2.65666606322401
NA,NA,NA,NA,NA,NA,NA
-0.0781423982559949,-0.359824973878903,-1.02515543405402,-1.02591460494464,-1.83027182270848,-1.63910239816314,0.425066570115843
