"PROFICIENCIA_MT_SAEB","TX_RESP_Q22e_num"
-0.139477881269984,0.320392557906749
NA,NA
-0.139707229326686,-0.680834185551842
-0.138993350160964,-0.680834185551842
-0.140661943962281,-0.680834185551842
-0.140254275079605,-0.680834185551842
-0.138994322605974,-0.680834185551842
-0.140343208943381,0.320392557906749
-0.140098814818151,-0.680834185551842
-0.140554379451425,-0.680834185551842
-0.140324040761666,-0.680834185551842
-0.140430893824841,-0.680834185551842
-0.139601681087549,1.32161930136534
-0.138998331758141,0.320392557906749
-0.140792050944261,-0.680834185551842
NA,NA
NA,NA
-0.14112484790266,0.320392557906749
-0.138894901044492,0.320392557906749
-0.140374669458115,-1.68206092901043
-0.140800585993573,-0.680834185551842
-0.141884728590689,1.32161930136534
-0.140360201156276,-0.680834185551842
NA,NA
-0.14085185863519,-1.68206092901043
-0.14106168411037,1.32161930136534
-0.140106805875258,1.32161930136534
-0.138169052819142,-1.68206092901043
NA,NA
-0.141720221738169,1.32161930136534
-0.139841167622142,NA
-0.141155519060756,1.32161930136534
-0.140065256243554,0.320392557906749
-0.141586601559338,1.32161930136534
-0.139058893776875,-0.680834185551842
NA,NA
-0.141689914131976,1.32161930136534
NA,NA
-0.140099097859486,0.320392557906749
-0.141275935483273,0.320392557906749
NA,NA
-0.140882653114291,1.32161930136534
-0.138958072641615,1.32161930136534
-0.141661540986128,1.32161930136534
7.00139718409312,-0.680834185551842
-0.139931321873743,0.320392557906749
NA,NA
-0.139864800656058,0.320392557906749
-0.138150328676668,-0.680834185551842
NA,NA
-0.139929910615943,1.32161930136534
-0.139813730545208,-0.680834185551842
NA,NA
-0.138696082613604,-0.680834185551842
-0.139005630833191,-1.68206092901043
-0.138472430203372,-0.680834185551842
-0.14019906729236,1.32161930136534
-0.139391997121422,1.32161930136534
-0.139279432848569,-0.680834185551842
-0.139398793760356,0.320392557906749
-0.139828376708967,-1.68206092901043
NA,NA
-0.138578666545379,-0.680834185551842
NA,NA
