"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22d_num","TX_RESP_Q23e_num","TX_RESP_Q19_num"
0.236658007080631,-0.0701592448871267,-1.12377095968792,-1.06935054003486,-0.258342453222111
-0.594774204623711,-1.22778678552472,0.200673385658557,-1.06935054003486,-0.258342453222111
0.819878131181055,1.08746829575047,-1.12377095968792,0.342192172811154,-0.258342453222111
0.854810958592205,1.08746829575047,0.200673385658557,0.342192172811154,-0.258342453222111
-0.938532965259003,-0.0701592448871267,0.200673385658557,0.342192172811154,-0.258342453222111
0.00888564820927628,1.08746829575047,-1.12377095968792,-1.06935054003486,-0.258342453222111
NA,NA,NA,NA,NA
-0.0267767872553881,-0.0701592448871267,0.200673385658557,-2.48089325288087,-0.258342453222111
-0.0853960507022883,-0.0701592448871267,1.52511773100504,0.342192172811154,-0.258342453222111
-0.185791390992451,1.08746829575047,0.200673385658557,0.342192172811154,-0.258342453222111
0.38624086466691,-0.0701592448871267,0.200673385658557,0.342192172811154,-0.258342453222111
NA,NA,NA,NA,NA
0.841855523830055,-0.0701592448871267,0.200673385658557,-1.06935054003486,-0.258342453222111
0.597265676334963,-0.0701592448871267,-1.12377095968792,0.342192172811154,-0.258342453222111
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.88901553916348,-1.22778678552472,0.200673385658557,0.342192172811154,-0.258342453222111
2.24080258775536,-0.0701592448871267,-1.12377095968792,-2.48089325288087,-0.258342453222111
1.88572317726796,1.08746829575047,-1.12377095968792,0.342192172811154,-0.258342453222111
-0.130348867883588,-0.0701592448871267,0.200673385658557,0.342192172811154,-0.258342453222111
-0.914558129428976,-1.22778678552472,0.200673385658557,1.75373488565717,-0.258342453222111
0.815616277037779,-1.22778678552472,0.200673385658557,-1.06935054003486,-0.258342453222111
1.29933913627474,1.08746829575047,1.52511773100504,0.342192172811154,-0.258342453222111
0.272327569519839,-1.22778678552472,-1.12377095968792,0.342192172811154,-0.258342453222111
NA,NA,NA,NA,NA
-0.884151262934621,1.08746829575047,1.52511773100504,-1.06935054003486,3.74596557172061
-1.64624605890841,-2.38541432616231,0.200673385658557,0.342192172811154,-0.258342453222111
NA,NA,NA,NA,NA
0.017495007913915,-0.0701592448871267,1.52511773100504,0.342192172811154,-0.258342453222111
-1.68416003080067,1.08746829575047,1.52511773100504,1.75373488565717,3.74596557172061
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.40238290736971,-1.22778678552472,1.52511773100504,0.342192172811154,NA
-0.0276776981450776,1.08746829575047,-1.12377095968792,0.342192172811154,-0.258342453222111
0.118388623349091,-0.0701592448871267,1.52511773100504,0.342192172811154,-0.258342453222111
0.208972444260699,1.08746829575047,0.200673385658557,-1.06935054003486,-0.258342453222111
-0.132693233793232,-1.22778678552472,-1.12377095968792,1.75373488565717,-0.258342453222111
-0.200422993097484,1.08746829575047,0.200673385658557,0.342192172811154,-0.258342453222111
NA,NA,NA,NA,NA
0.0598864313155814,1.08746829575047,-1.12377095968792,0.342192172811154,NA
1.48930458114027,-0.0701592448871267,-1.12377095968792,0.342192172811154,-0.258342453222111
-1.41052252537222,-1.22778678552472,-1.12377095968792,0.342192172811154,-0.258342453222111
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
