"PROFICIENCIA_LP_SAEB","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num"
0.13937696185138,-1.43387545413362,-0.442530601578392,-0.603067555246074
NA,NA,NA,NA
NA,NA,NA,NA
-2.31988922034935,2.24205980100894,2.21265300789196,1.6236434179702
1.69155617032258,-0.208563702419436,-0.442530601578392,-0.603067555246074
NA,NA,NA,NA
0.562368688349262,1.01674804929475,0.885061203156783,-0.603067555246074
NA,NA,NA,NA
1.65853783183562,1.01674804929475,0.885061203156783,-0.603067555246074
-1.26048924556683,1.01674804929475,0.885061203156783,-0.603067555246074
-0.9380811586494,1.01674804929475,0.885061203156783,1.6236434179702
0.301006433199135,-0.208563702419436,-0.442530601578392,1.6236434179702
1.19047541426462,-0.208563702419436,-0.442530601578392,-0.603067555246074
-0.741859481265733,-0.208563702419436,-0.442530601578392,-0.603067555246074
1.86401375182862,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.549186030441877,-1.43387545413362,-0.442530601578392,-0.603067555246074
NA,NA,NA,NA
NA,NA,NA,NA
-0.715634434458067,-0.208563702419436,-0.442530601578392,-0.603067555246074
-0.747821160513895,1.01674804929475,0.885061203156783,1.6236434179702
0.613991687715242,-1.43387545413362,-1.77012240631357,-0.603067555246074
1.51730072213721,-0.208563702419436,-0.442530601578392,-0.603067555246074
-0.106720739375541,-0.208563702419436,-0.442530601578392,-0.603067555246074
-0.0948335879450344,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.690218343282478,-1.43387545413362,-1.77012240631357,1.6236434179702
-1.63357892760184,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.521369002283756,-0.208563702419436,-0.442530601578392,-0.603067555246074
NA,NA,NA,NA
NA,NA,NA,NA
-0.710846085943993,-0.208563702419436,0.885061203156783,1.6236434179702
0.0734964085951782,-0.208563702419436,-0.442530601578392,-0.603067555246074
NA,NA,NA,NA
0.862045679504479,-0.208563702419436,0.885061203156783,-0.603067555246074
-1.22709411125655,-0.208563702419436,0.885061203156783,-0.603067555246074
-2.0695440175047,NA,0.885061203156783,1.6236434179702
-0.610290726074052,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.459662427505393,-1.43387545413362,-0.442530601578392,-0.603067555246074
-1.94226238017009,2.24205980100894,2.21265300789196,1.6236434179702
-0.0469647868950789,-1.43387545413362,-1.77012240631357,1.6236434179702
0.644208527589031,1.01674804929475,-0.442530601578392,-0.603067555246074
NA,NA,NA,NA
0.3184332246251,-0.208563702419436,-0.442530601578392,1.6236434179702
1.17328621758875,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.746039062117836,-0.208563702419436,-1.77012240631357,-0.603067555246074
0.109913672549863,1.01674804929475,0.885061203156783,1.6236434179702
0.72762564355128,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.693165799704356,-1.43387545413362,-1.77012240631357,-0.603067555246074
-0.629405653973643,1.01674804929475,0.885061203156783,-0.603067555246074
0.111272556794811,2.24205980100894,2.21265300789196,1.6236434179702
0.241815089143749,-0.208563702419436,0.885061203156783,-0.603067555246074
0.258779116069413,1.01674804929475,0.885061203156783,-0.603067555246074
1.0019816144616,-0.208563702419436,-0.442530601578392,-0.603067555246074
-0.52453602608157,1.01674804929475,0.885061203156783,-0.603067555246074
-1.12910943252235,1.01674804929475,0.885061203156783,-0.603067555246074
0.107579456618776,-1.43387545413362,-0.442530601578392,-0.603067555246074
-0.216813200571479,-0.208563702419436,-0.442530601578392,-0.603067555246074
-1.44289916984171,-0.208563702419436,-0.442530601578392,-0.603067555246074
0.279968012629519,-1.43387545413362,-0.442530601578392,1.6236434179702
