"PROFICIENCIA_LP_SAEB","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num"
-0.829164057842,0.791654398340149,0.86800648111724,2.67825055118637
NA,NA,NA,NA
NA,NA,NA,NA
-0.150890199289384,-0.308436778574084,-0.47803255481819,-1.51549787286643
0.292533921284816,0.791654398340149,-0.47803255481819,-0.117581731515499
NA,NA,NA,NA
0.938849373274794,-0.308436778574084,-0.47803255481819,-1.51549787286643
0.458099729442338,0.791654398340149,-0.47803255481819,-0.117581731515499
0.565669708168651,-1.40852795548832,-0.47803255481819,-0.117581731515499
0.375492050026339,0.791654398340149,0.86800648111724,-0.117581731515499
-0.588586976600757,0.791654398340149,0.86800648111724,1.28033440983543
-0.531857731894333,1.89174557525438,2.21404551705267,1.28033440983543
0.49016737410286,-0.308436778574084,-0.47803255481819,1.28033440983543
-2.32385132072428,1.89174557525438,2.21404551705267,2.67825055118637
NA,NA,NA,NA
0.540963776773896,-0.308436778574084,0.86800648111724,1.28033440983543
-0.684382113218711,-1.40852795548832,-0.47803255481819,-0.117581731515499
0.2592407641678,0.791654398340149,-0.47803255481819,1.28033440983543
0.87142372799788,-0.308436778574084,0.86800648111724,1.28033440983543
-1.95724050918856,1.89174557525438,2.21404551705267,2.67825055118637
0.314576830465909,-1.40852795548832,-0.47803255481819,1.28033440983543
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2.1413609501427,1.89174557525438,2.21404551705267,-0.117581731515499
-1.21654901456932,-0.308436778574084,0.86800648111724,-0.117581731515499
-1.19846060699024,-0.308436778574084,-0.47803255481819,1.28033440983543
0.214099219666602,1.89174557525438,-0.47803255481819,-0.117581731515499
-1.06797805503111,-0.308436778574084,-0.47803255481819,-0.117581731515499
NA,NA,NA,NA
0.47782684592076,-0.308436778574084,-0.47803255481819,-0.117581731515499
0.0547377388819099,1.89174557525438,2.21404551705267,-0.117581731515499
-0.706026982644866,-0.308436778574084,-1.82407159075362,-1.51549787286643
NA,NA,NA,NA
-0.706644617677449,0.791654398340149,-1.82407159075362,-0.117581731515499
-1.58883524004204,-0.308436778574084,-1.82407159075362,-0.117581731515499
