"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num"
2.14606937203615,-1.16881086012526
0.0386554694484018,0.869115767785447
-0.836768177926521,-0.149847546169905
0.0642038231792955,-1.16881086012526
-0.0268255719861265,0.869115767785447
-1.21076609138152,0.869115767785447
1.91792979499617,0.869115767785447
1.49609406421078,0.869115767785447
0.133596473647518,0.869115767785447
-0.508224676806913,-0.149847546169905
NA,NA
NA,NA
NA,NA
-1.13132300327018,-0.149847546169905
-0.914107743985909,-1.16881086012526
-0.580081177169831,-1.16881086012526
-0.525195036192797,-0.149847546169905
1.15779085613817,-0.149847546169905
-1.66751698409408,-1.16881086012526
-1.32125449067792,-2.18777417408061
-0.214192618783532,0.869115767785447
-0.456046792107119,0.869115767785447
0.680487412304236,0.869115767785447
NA,NA
1.85078450991963,0.869115767785447
0.686091103841004,0.869115767785447
0.72942497533761,-2.18777417408061
-0.611131165062173,-0.149847546169905
1.64704408957087,0.869115767785447
-0.572604450533131,0.869115767785447
-0.286457487011852,-0.149847546169905
1.22028367533392,0.869115767785447
-0.807636110454819,-1.16881086012526
-1.38138548968148,NA
0.501206503076097,0.869115767785447
0.849570968866057,-0.149847546169905
-0.554852998013898,-0.149847546169905
0.820604384882537,-0.149847546169905
-0.256398933388925,0.869115767785447
0.55381126876062,NA
-0.736648841170042,0.869115767785447
-0.906235046909009,NA
-0.26594824386022,0.869115767785447
-0.558371735963694,0.869115767785447
1.78292930621334,0.869115767785447
0.200147816900176,0.869115767785447
-1.09003387674711,NA
1.17659252000522,0.869115767785447
0.298268816009149,0.869115767785447
-1.54108676893834,-1.16881086012526
NA,NA
NA,NA
NA,NA
1.11100787151723,-0.149847546169905
-1.51466760677833,-1.16881086012526
0.0398665429227825,-0.149847546169905
1.61354569321969,0.869115767785447
-0.0962089243854482,0.869115767785447
-1.00386886594951,0.869115767785447
-0.243273657567573,-2.18777417408061
NA,NA
-0.97105254936701,-0.149847546169905
1.01874421305082,0.869115767785447
NA,NA
-0.357834528024229,-2.18777417408061
NA,NA
-0.0758760124690483,0.869115767785447
-0.958784134871423,-1.16881086012526
-0.548556378961399,-0.149847546169905
0.393151043129855,0.869115767785447
0.628349763890701,-0.149847546169905
1.08829149926017,0.869115767785447
NA,NA
-0.636232519665207,-2.18777417408061
-0.863209007907809,-1.16881086012526
-1.0509070493544,-1.16881086012526
0.674023760085404,-1.16881086012526
NA,NA
0.332887020860796,-0.149847546169905
NA,NA
NA,NA
-0.266299356652536,0.869115767785447
-2.22350871208891,NA
-1.04095869675943,-1.16881086012526
1.87059927587738,0.869115767785447
NA,NA
NA,NA
0.35248214761358,0.869115767785447
0.662281239939216,-0.149847546169905
1.07551423687484,NA
