"PROFICIENCIA_LP_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-1.49420978095276,-1.02787243329629,0.858116330321033,-1.73205080756888,1.52127765851133,1.83333333333333,0.316227766016838,-1.44913767461894,1.89736659610103
0.714560029015464,1.25628852958435,-1.28717449548155,0.866025403784439,0.253546276418555,0.333333333333333,-1.26491106406735,0.621059003408118,-0.474341649025257
1.0174277311034,-1.02787243329629,0.858116330321033,0.866025403784439,-1.01418510567422,-1.16666666666667,-1.26491106406735,-1.44913767461894,-0.474341649025257
0.927483064725972,0.114208048144032,0.858116330321033,-0.866025403784439,-1.01418510567422,-1.16666666666667,0.316227766016838,0.621059003408118,-0.474341649025257
0.674116362943167,NA,NA,NA,-1.01418510567422,0.333333333333333,-1.26491106406735,0.621059003408118,NA
-1.17974286513806,-1.02787243329629,0.143019388386839,0,-1.01418510567422,0.333333333333333,0.316227766016838,-1.44913767461894,-0.474341649025257
-0.871602712147704,0.114208048144032,-1.28717449548155,0.866025403784439,1.52127765851133,NA,0.316227766016838,0.621059003408118,-0.474341649025257
-1.03080949216674,-1.02787243329629,-1.28717449548155,-0.866025403784439,NA,NA,NA,NA,1.89736659610103
-0.13372566290494,0.114208048144032,0.858116330321033,-0.866025403784439,0.253546276418555,0.333333333333333,1.89736659610103,0.621059003408118,-0.474341649025257
0.085089901305488,1.25628852958435,-0.572077553547355,0.866025403784439,0.253546276418555,-1.16666666666667,0.316227766016838,0.621059003408118,-0.474341649025257
1.29141342421671,1.25628852958435,0.858116330321033,0.866025403784439,0.253546276418555,0.333333333333333,0.316227766016838,0.621059003408118,-0.474341649025257
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
