"Variavel","Metodo","Correlacao_Matematica","Correlacao_Portugues","Status_Calculo"
"TX_RESP_Q22a_num","Spearman",-0.343396153687468,-0.0279508497187474,"OK"
"TX_RESP_Q22b_num","Spearman",-0.562568677126195,-0.328165061656947,"OK"
"TX_RESP_Q22c_num","Spearman",-0.716052288754725,-0.484332449953461,"OK"
"TX_RESP_Q22d_num","Spearman",-0.656646245628936,-0.314561075750389,"OK"
"TX_RESP_Q22e_num","Spearman",-0.487950036474267,-0.195180014589707,"OK"
"TX_RESP_Q22f_num","Spearman",-0.317167523708273,0,"OK"
"TX_RESP_Q22h_num","Spearman",-0.379733857060181,-0.225027470850478,"OK"
"TX_RESP_Q23a_num","Spearman",-0.675545596117154,-0.330839045605762,"OK"
"TX_RESP_Q23d_num","Spearman",0.481455554074777,0.558488442726741,"OK"
"TX_RESP_Q23e_num","Spearman",0.573601568180178,0.516621279950359,"OK"
"TX_RESP_Q23f_num","Spearman",0.668414099670162,0.825328385263463,"OK"
"TX_RESP_Q23h_num","Spearman",-0.360059518889387,-0.360059518889387,"OK"
"TX_RESP_Q23i_num","Spearman",-0.342725478382017,-0.243671871913226,"OK"
"TX_RESP_Q19_num","Spearman",-0.585571162204758,-0.404466679048647,"OK"
"TX_RESP_Q20_num","Spearman",-0.371153744479045,-0.247435829652697,"OK"
