"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
0.258168603809464,-0.377964473009227,1.22474487139159,-0.726273039202563,2,1.24211800681624,0.58554004376912,1.27021469765991,-0.377964473009227,0,1.24211800681624,1.4638501094228
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.731045927769757,0.944911182523068,0,-0.726273039202563,-1,-0.207019667802706,0.58554004376912,1.27021469765991,-0.377964473009227,0,-0.207019667802706,-0.58554004376912
-1.83852735199014,-0.377964473009227,-1.22474487139159,1.81568259800641,0,-0.207019667802706,0.58554004376912,-0.952661023244934,2.26778683805536,1.22474487139159,-0.207019667802706,1.4638501094228
-0.606373845625952,-0.377964473009227,0,0.544704779401922,0,-1.65615734242165,0.58554004376912,-0.952661023244934,-0.377964473009227,1.22474487139159,1.24211800681624,-0.58554004376912
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.756605581825711,0.944911182523068,1.22474487139159,0.544704779401922,0,1.24211800681624,0.58554004376912,0.158776837207489,-0.377964473009227,-1.22474487139159,-1.65615734242165,-0.58554004376912
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.995388655527959,0.944911182523068,0,-0.726273039202563,-1,-0.207019667802706,-1.4638501094228,0.158776837207489,-0.377964473009227,0,-0.207019667802706,-0.58554004376912
-0.296307571316801,-1.70084012854152,-1.22474487139159,-0.726273039202563,0,-0.207019667802706,-1.4638501094228,-0.952661023244934,-0.377964473009227,-1.22474487139159,-0.207019667802706,-0.58554004376912
