"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.145357615997747,-1.1309333710068,-0.672631063265758,-0.152498570332605,1.10142176851515,0.433419066545778,0.908944901018464,0.699205898780101,-1.07916461825429,-0.398422909584429,-1.79342528949657,1.27491051662335,-0.479261803976386
-0.145073524938074,0.388758346283589,-0.672631063265758,-0.152498570332605,-0.344194302660984,-0.739361937048681,-1.35113431232474,-1.3984117975602,-1.07916461825429,-0.398422909584429,0.358685057899314,-1.11554670204543,-0.479261803976386
-0.146197059599759,0.388758346283589,-0.672631063265758,-0.152498570332605,1.10142176851515,-0.739361937048681,-0.22109470565314,-0.349602949390051,1.40291400373058,0.679662610467556,-0.717370115798627,-1.11554670204543,-0.479261803976386
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.147954863659991,0.388758346283589,0.70320520250511,-0.152498570332605,-0.344194302660984,0.433419066545778,-0.22109470565314,-0.349602949390051,0.161874692738144,0.679662610467556,-0.717370115798627,0.0796819072889598,-0.479261803976386
-0.145992616691523,0.388758346283589,-0.672631063265758,-0.152498570332605,-1.06700233824905,-0.739361937048681,-1.35113431232474,-0.349602949390051,-1.07916461825429,-1.47650842963642,-1.79342528949657,-1.11554670204543,-0.479261803976386
-0.146585244743301,0.388758346283589,0.70320520250511,1.1589891345278,0.378613732927082,-0.739361937048681,-0.22109470565314,-0.349602949390051,0.161874692738144,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.146073540328936,0.388758346283589,0.70320520250511,1.1589891345278,-1.06700233824905,0.433419066545778,-0.22109470565314,-0.349602949390051,-1.07916461825429,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.146292376669174,-1.1309333710068,-0.672631063265758,-0.152498570332605,1.10142176851515,0.433419066545778,-0.22109470565314,-0.349602949390051,-1.07916461825429,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.147937610537887,0.388758346283589,0.70320520250511,1.1589891345278,-1.06700233824905,0.433419066545778,0.908944901018464,1.74801474695025,0.161874692738144,0.679662610467556,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.145494942424762,-1.1309333710068,-0.672631063265758,NA,NA,-0.739361937048681,-1.35113431232474,-1.3984117975602,-2.32020392924672,-1.47650842963642,-1.79342528949657,-2.31077531137983,NA
-0.1491039014468,NA,0.70320520250511,-0.152498570332605,-1.06700233824905,0.433419066545778,-0.22109470565314,-0.349602949390051,0.161874692738144,1.75774813051954,0.358685057899314,-1.11554670204543,-0.479261803976386
-0.146194388599053,-1.1309333710068,-2.04846732903663,1.1589891345278,1.10142176851515,-0.739361937048681,-0.22109470565314,-0.349602949390051,-1.07916461825429,-0.398422909584429,-0.717370115798627,0.0796819072889598,-0.479261803976386
-0.148414314442015,-1.1309333710068,-2.04846732903663,-0.152498570332605,0.378613732927082,0.433419066545778,-0.22109470565314,-0.349602949390051,0.161874692738144,0.679662610467556,0.358685057899314,0.0796819072889598,2.03686266689964
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.146876527056691,-1.1309333710068,-0.672631063265758,-0.152498570332605,1.10142176851515,-0.739361937048681,-1.35113431232474,-0.349602949390051,1.40291400373058,-0.398422909584429,0.358685057899314,0.0796819072889598,2.03686266689964
-0.147924999310763,-1.1309333710068,-2.04846732903663,NA,NA,1.60620007014024,2.03898450769007,1.74801474695025,0.161874692738144,0.679662610467556,1.43474023159725,-1.11554670204543,NA
-0.145696893625425,0.388758346283589,0.70320520250511,1.1589891345278,1.10142176851515,-0.739361937048681,-0.22109470565314,-0.349602949390051,0.161874692738144,-1.47650842963642,-0.717370115798627,-1.11554670204543,-0.479261803976386
-0.148362268150084,1.90845006357398,0.70320520250511,-0.152498570332605,1.10142176851515,-1.91214294064314,-1.35113431232474,-0.349602949390051,-1.07916461825429,-0.398422909584429,-1.79342528949657,-2.31077531137983,-0.479261803976386
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.149172846887794,0.388758346283589,0.70320520250511,-0.152498570332605,-1.06700233824905,0.433419066545778,0.908944901018464,0.699205898780101,0.161874692738144,0.679662610467556,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.145809558939947,-1.1309333710068,-2.04846732903663,-0.152498570332605,-1.06700233824905,-1.91214294064314,-1.35113431232474,-0.349602949390051,0.161874692738144,-1.47650842963642,-1.79342528949657,-1.11554670204543,-0.479261803976386
-0.148522418918468,1.90845006357398,0.70320520250511,NA,NA,-0.739361937048681,-0.22109470565314,1.74801474695025,0.161874692738144,-0.398422909584429,0.358685057899314,1.27491051662335,NA
-0.145422488668562,0.388758346283589,-0.672631063265758,-0.152498570332605,-0.344194302660984,0.433419066545778,-0.22109470565314,-0.349602949390051,0.161874692738144,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.14618952841079,-1.1309333710068,-0.672631063265758,-0.152498570332605,1.10142176851515,-0.739361937048681,-1.35113431232474,-0.349602949390051,-1.07916461825429,-1.47650842963642,0.358685057899314,-1.11554670204543,-0.479261803976386
-0.147273392563377,0.388758346283589,-0.672631063265758,-1.46398627519301,-1.06700233824905,0.433419066545778,-0.22109470565314,-0.349602949390051,-1.07916461825429,0.679662610467556,-0.717370115798627,0.0796819072889598,-0.479261803976386
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.145878703994907,0.388758346283589,0.70320520250511,-0.152498570332605,-0.344194302660984,0.433419066545778,-0.22109470565314,-0.349602949390051,-1.07916461825429,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.145614540171264,-1.1309333710068,0.70320520250511,1.1589891345278,-1.06700233824905,0.433419066545778,-0.22109470565314,-0.349602949390051,0.161874692738144,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
NA,1.90845006357398,0.70320520250511,-0.152498570332605,-1.06700233824905,0.433419066545778,-0.22109470565314,0.699205898780101,0.161874692738144,-0.398422909584429,0.358685057899314,0.0796819072889598,-0.479261803976386
-0.145455251679738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.148053784167615,-1.1309333710068,0.70320520250511,1.1589891345278,0.378613732927082,-0.739361937048681,-0.22109470565314,-0.349602949390051,-2.32020392924672,-1.47650842963642,1.43474023159725,-1.11554670204543,-0.479261803976386
-0.149827993139184,0.388758346283589,0.70320520250511,-0.152498570332605,-0.344194302660984,1.60620007014024,2.03898450769007,NA,1.40291400373058,1.75774813051954,NA,NA,2.03686266689964
-0.149161183692572,0.388758346283589,0.70320520250511,-1.46398627519301,-1.06700233824905,1.60620007014024,0.908944901018464,1.74801474695025,0.161874692738144,0.679662610467556,1.43474023159725,1.27491051662335,-0.479261803976386
-0.146718825854211,0.388758346283589,0.70320520250511,1.1589891345278,1.10142176851515,-0.739361937048681,0.908944901018464,0.699205898780101,0.161874692738144,-0.398422909584429,-1.79342528949657,0.0796819072889598,-0.479261803976386
-0.147078001142335,0.388758346283589,0.70320520250511,-0.152498570332605,1.10142176851515,0.433419066545778,0.908944901018464,1.74801474695025,1.40291400373058,0.679662610467556,0.358685057899314,1.27491051662335,2.03686266689964
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.150116261403396,0.388758346283589,0.70320520250511,-1.46398627519301,-1.06700233824905,0.433419066545778,0.908944901018464,0.699205898780101,1.40291400373058,-0.398422909584429,0.358685057899314,1.27491051662335,-0.479261803976386
-0.150026975517255,0.388758346283589,0.70320520250511,-1.46398627519301,NA,0.433419066545778,0.908944901018464,0.699205898780101,0.161874692738144,-0.398422909584429,0.358685057899314,1.27491051662335,2.03686266689964
