"PROFICIENCIA_LP_SAEB","TX_RESP_Q23e_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA
-0.856382405657844,0.545198237955416,-0.196116135138184,-0.2
0.753538872539539,0.545198237955416,-0.196116135138184,-0.2
0.768364486497254,-0.793015618844241,-0.196116135138184,-0.2
-0.445784326941961,NA,-0.196116135138184,-0.2
-1.7079770946406,-0.793015618844241,-0.196116135138184,-0.2
1.20851977881149,0.545198237955416,-0.196116135138184,-0.2
-0.370551550130215,0.545198237955416,-0.196116135138184,-0.2
-1.203172138661,-0.793015618844241,-0.196116135138184,-0.2
0.966258416317947,0.545198237955416,-0.196116135138184,-0.2
0.660780355821154,-2.1312294756439,-0.196116135138184,-0.2
-0.43428292142685,-0.793015618844241,-0.196116135138184,-0.2
0.484711062893442,0.545198237955416,-0.196116135138184,NA
-1.19292758879313,-0.793015618844241,-0.196116135138184,-0.2
0.351512981387764,0.545198237955416,-0.196116135138184,-0.2
0.0336135469513001,0.545198237955416,-0.196116135138184,-0.2
NA,NA,NA,NA
-0.400820094239843,0.545198237955416,-0.196116135138184,-0.2
-2.15539812003424,-2.1312294756439,4.9029033784546,4.8
0.613912899643139,0.545198237955416,-0.196116135138184,-0.2
1.041369803234,0.545198237955416,-0.196116135138184,-0.2
0.657563880523007,0.545198237955416,-0.196116135138184,-0.2
-0.823800221659433,-0.793015618844241,-0.196116135138184,-0.2
-1.71133379994354,0.545198237955416,NA,NA
-0.516342025346797,0.545198237955416,-0.196116135138184,-0.2
1.81349945715711,0.545198237955416,-0.196116135138184,-0.2
0.399385915875955,-2.1312294756439,-0.196116135138184,-0.2
0.527967022243641,1.88341209475507,-0.196116135138184,-0.2
0.521922202725251,0.545198237955416,NA,NA
1.01585160485346,0.545198237955416,-0.196116135138184,-0.2
NA,NA,NA,NA
NA,NA,NA,NA
