"PROFICIENCIA_MT_SAEB","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
NA,NA,NA,NA
-1.30647697426143,1.36277028773849,0.295875121532865,0.602037438538791
0.391063050861795,0,0.295875121532865,0.602037438538791
0.192198849433873,1.36277028773849,1.62731316843076,0.602037438538791
-1.96134184737497,NA,NA,NA
-1.14702438348502,0,0.295875121532865,0.602037438538791
-1.22648395819856,-1.36277028773849,-1.03556292536503,-0.820960143461988
0.423683295412106,0,1.62731316843076,2.02503502053957
0.240666073080826,0,-1.03556292536503,-0.820960143461988
-0.0773418180031591,-1.36277028773849,0.295875121532865,-0.820960143461988
-0.661959302007793,0,0.295875121532865,0.602037438538791
0.815579971575848,0,-2.36700097226292,-2.24395772546277
0.265816556675085,0,-1.03556292536503,-0.820960143461988
-1.00262436746211,-1.36277028773849,0.295875121532865,0.602037438538791
0.402336564014229,0,0.295875121532865,-0.820960143461988
0.294453316018957,0,-1.03556292536503,-0.820960143461988
NA,NA,NA,NA
-0.843760305035524,0,0.295875121532865,0.602037438538791
-1.27494537229367,0,1.62731316843076,0.602037438538791
1.05708257473454,0,-1.03556292536503,-0.820960143461988
-0.55037378742485,-1.36277028773849,0.295875121532865,0.602037438538791
0.663821820985817,0,0.295875121532865,-0.820960143461988
0.494297438416429,2.72554057547699,0.295875121532865,0.602037438538791
0.0438501536445663,-1.36277028773849,-1.03556292536503,-0.820960143461988
0.765064465937231,1.36277028773849,0.295875121532865,NA
2.38848379074607,0,-1.03556292536503,-0.820960143461988
1.62962928833867,0,-1.03556292536503,-0.820960143461988
-0.0649608330956862,-1.36277028773849,1.62731316843076,2.02503502053957
-1.06376686612695,0,0.295875121532865,0.602037438538791
1.11303260489369,1.36277028773849,0.295875121532865,0.602037438538791
NA,NA,NA,NA
NA,NA,NA,NA
