"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q20_num"
-0.921461777496967,-1.0978875820671,-3.75,0.699062073642556,-0.632455532033676,0,-2.1650635094611,-0.443794751560454,-1.21453176680868,-0.277350098112614
1.3241459809355,0.07319250547114,0.25,0.699062073642556,-2.21359436211787,-2.44948974278318,-0.433012701892219,-0.443794751560454,-1.21453176680868,3.32820117735137
0.871026337139428,-1.0978875820671,0.25,NA,0.948683298050514,1.22474487139159,1.29903810567666,0.976348453432999,1.3764693357165,NA
-0.422084157704401,-1.0978875820671,0.25,0.699062073642556,-0.632455532033676,0,-0.433012701892219,-0.443794751560454,0.080968784453912,-0.277350098112614
1.14768642581592,0.07319250547114,0.25,0.699062073642556,0.948683298050514,0,-0.433012701892219,0.976348453432999,0.080968784453912,-0.277350098112614
-1.88152237835031,-1.0978875820671,0.25,-0.815572419249648,-0.632455532033676,-1.22474487139159,-0.433012701892219,-0.443794751560454,0.080968784453912,-0.277350098112614
0.970056191596989,-1.0978875820671,0.25,0.699062073642556,0.948683298050514,0,-0.433012701892219,0.976348453432999,-1.21453176680868,-0.277350098112614
-0.834610992577945,0.07319250547114,0.25,NA,-0.632455532033676,0,-0.433012701892219,-1.86393795655391,0.080968784453912,NA
1.4726601037254,1.24427259300938,0.25,0.699062073642556,0.948683298050514,1.22474487139159,1.29903810567666,0.976348453432999,1.3764693357165,-0.277350098112614
-0.115630654007935,1.24427259300938,0.25,-0.815572419249648,0.948683298050514,0,-0.433012701892219,-0.443794751560454,0.080968784453912,-0.277350098112614
-0.31749780830085,1.24427259300938,0.25,0.699062073642556,NA,0,-0.433012701892219,-0.443794751560454,0.080968784453912,-0.277350098112614
-0.253788570903247,1.24427259300938,0.25,-2.33020691214185,0.948683298050514,0,1.29903810567666,0.976348453432999,1.3764693357165,-0.277350098112614
-0.881090562578423,0.07319250547114,0.25,-0.815572419249648,-0.632455532033676,-1.22474487139159,-0.433012701892219,-0.443794751560454,-1.21453176680868,-0.277350098112614
-1.10720999168966,-1.0978875820671,0.25,-0.815572419249648,-0.632455532033676,0,-0.433012701892219,-1.86393795655391,-1.21453176680868,-0.277350098112614
0.762459744567992,0.07319250547114,0.25,NA,0.948683298050514,1.22474487139159,1.29903810567666,0.976348453432999,1.3764693357165,NA
0.186862109828527,1.24427259300938,0.25,0.699062073642556,-0.632455532033676,1.22474487139159,1.29903810567666,0.976348453432999,0.080968784453912,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
