"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.52671576537191,2.48349816949696,1.16609181239838,0.378932373372537,0.25,-0.974026460066758,-0.853912563829966,-0.521706257730189,-0.286212291364566,0.537508227229707,0,-0.866742015743038,-2.41666666666667,-0.968245836551854,3.75
1.47951137117824,-0.695379487459148,-1.52488929313634,-2.46306042692149,0.25,1.42357713394372,1.0978875820671,0.869510429550315,-0.286212291364566,0.537508227229707,0,0.393973643519563,0.25,-0.968245836551854,-0.25
-1.00993296079313,-0.695379487459148,-0.179398740368981,0.378932373372537,0.25,0.224775336938483,0.121987509118567,0.869510429550315,-0.286212291364566,-0.691082006438195,0,0.393973643519563,0.25,0.322748612183951,-0.25
-0.0222960944793159,-0.695379487459148,1.16609181239838,0.378932373372537,0.25,0.224775336938483,-0.853912563829966,0.869510429550315,-0.286212291364566,1.76609846089761,0,-0.866742015743038,0.25,0.322748612183951,-0.25
-0.982092660631946,-0.695379487459148,-1.52488929313634,0.378932373372537,0.25,-0.974026460066758,-0.853912563829966,-1.91292294501069,-0.286212291364566,-0.691082006438195,0,-0.866742015743038,0.25,0.322748612183951,-0.25
-1.17588627977423,-0.695379487459148,-0.179398740368981,0.378932373372537,0.25,-0.974026460066758,-0.853912563829966,0.869510429550315,-0.286212291364566,-0.691082006438195,0,0.393973643519563,0.25,1.61374306091976,-0.25
0.725165917076408,0.894059341018905,1.16609181239838,0.378932373372537,0.25,1.42357713394372,-0.853912563829966,-0.521706257730189,-0.286212291364566,-0.691082006438195,0,0.393973643519563,0.25,0.322748612183951,-0.25
-1.26857731298375,-0.695379487459148,-1.52488929313634,NA,-3.75,-0.974026460066758,-0.853912563829966,0.869510429550315,1.24025326257979,-0.691082006438195,1.58113883008419,1.65468930278216,1.58333333333333,-0.968245836551854,-0.25
-0.207630020052472,0.894059341018905,-0.179398740368981,0.378932373372537,0.25,-0.974026460066758,1.0978875820671,-0.521706257730189,-0.286212291364566,1.76609846089761,0,-0.866742015743038,0.25,0.322748612183951,-0.25
-0.567471793147918,0.894059341018905,1.16609181239838,0.378932373372537,0.25,1.42357713394372,0.121987509118567,0.869510429550315,2.76671881652414,1.76609846089761,0,0.393973643519563,0.25,0.322748612183951,-0.25
1.48874338858744,-0.695379487459148,1.16609181239838,0.378932373372537,0.25,1.42357713394372,1.0978875820671,-1.91292294501069,-0.286212291364566,-0.691082006438195,0,0.393973643519563,-1.08333333333333,0.322748612183951,-0.25
1.08313875278319,-0.695379487459148,-0.179398740368981,-2.46306042692149,0.25,0.224775336938483,1.0978875820671,-0.521706257730189,-0.286212291364566,0.537508227229707,0,0.393973643519563,-1.08333333333333,-2.25924028528766,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0974383426415718,0.894059341018905,-0.179398740368981,0.378932373372537,0.25,0.224775336938483,0.121987509118567,-0.521706257730189,-1.81267784530892,-0.691082006438195,0,-0.866742015743038,-1.08333333333333,0.322748612183951,-0.25
-1.08513292808357,-0.695379487459148,NA,0.378932373372537,0.25,-0.974026460066758,-0.853912563829966,0.869510429550315,1.24025326257979,-0.691082006438195,0,1.65468930278216,1.58333333333333,1.61374306091976,-0.25
0.17754823034892,0.894059341018905,-0.179398740368981,0.378932373372537,0.25,-0.974026460066758,2.07378765501563,-0.521706257730189,-0.286212291364566,-0.691082006438195,-3.16227766016838,-2.12745767500564,0.25,-0.968245836551854,-0.25
-0.0643650327581776,-0.695379487459148,-0.179398740368981,0.378932373372537,0.25,0.224775336938483,-0.853912563829966,0.869510429550315,-0.286212291364566,-0.691082006438195,1.58113883008419,0.393973643519563,0.25,0.322748612183951,-0.25
