"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q23c_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num"
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.950275633010903,-0.974026460066758,0.970448901599169,-2.41666666666667,-0.691082006438195,1.493825319275
0.385142371674287,1.42357713394372,-1.24772001634179,0.25,0.537508227229707,-0.344728919832691
-1.32525016587784,0.224775336938483,0.970448901599169,0.25,0.537508227229707,-0.344728919832691
1.1749552339373,0.224775336938483,0.231059262285517,0.25,1.76609846089761,1.493825319275
-1.01199710107097,-0.974026460066758,-1.24772001634179,0.25,-0.691082006438195,1.493825319275
-0.0959990820957708,-0.974026460066758,-0.508330377028136,0.25,0.537508227229707,-0.344728919832691
-0.264948721961,1.42357713394372,0.970448901599169,0.25,-0.691082006438195,-0.344728919832691
-0.0770670108270407,-0.974026460066758,-1.24772001634179,1.58333333333333,-0.691082006438195,-0.344728919832691
-0.548391662776448,-0.974026460066758,0.970448901599169,0.25,-0.691082006438195,-0.344728919832691
0.0279709272111011,1.42357713394372,-0.508330377028136,0.25,0.537508227229707,-0.344728919832691
1.83339054858828,1.42357713394372,0.231059262285517,-1.08333333333333,0.537508227229707,-0.344728919832691
-0.0671237930002872,0.224775336938483,-1.24772001634179,-1.08333333333333,1.76609846089761,-0.344728919832691
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.82059822365222,0.224775336938483,0.970448901599169,-1.08333333333333,-0.691082006438195,-0.344728919832691
-1.49915538964357,-0.974026460066758,0.970448901599169,1.58333333333333,-0.691082006438195,1.493825319275
-0.0843713263852808,-0.974026460066758,0.970448901599169,0.25,-1.9196722401061,-2.18328315894038
0.682522581585903,0.224775336938483,-1.24772001634179,0.25,0.537508227229707,-0.344728919832691
