"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.559014700240702,-0.591312395989083,0.862957645635778,0.0779043920738006,0.0716256161379083,0.0779043920738006,0,0,-0.467426352442802,-0.424211861233885,-0.526234811584218
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.122766768052612,-0.591312395989083,-0.479420914242099,0.0779043920738006,-0.931133009792805,0.0779043920738006,0,1.2747548783982,-0.467426352442802,-0.424211861233885,1.75411603861406
0.360050306261134,NA,0.862957645635778,0.0779043920738006,0.0716256161379083,0.0779043920738006,0,0,1.16856588110701,-0.424211861233885,NA
0.431208192214905,0.946099833582532,0.862957645635778,1.16856588110701,1.07438424206862,1.16856588110701,1.2747548783982,0,-0.467426352442802,0.763581350220993,-0.526234811584218
0.806261714685931,0.177393718796725,0.862957645635778,-2.10341858599261,-1.93389163572352,0.0779043920738006,-1.2747548783982,0,-0.467426352442802,0.763581350220993,-0.526234811584218
-1.06681413183044,-1.36001851077489,0.862957645635778,1.16856588110701,1.07438424206862,1.16856588110701,0,0,-0.467426352442802,-0.424211861233885,1.75411603861406
-0.791522842959587,0.946099833582532,0.862957645635778,0.0779043920738006,1.07438424206862,1.16856588110701,0,0,-0.467426352442802,-0.424211861233885,1.75411603861406
-2.25329397003872,0.946099833582532,0.862957645635778,1.16856588110701,1.07438424206862,1.16856588110701,1.2747548783982,1.2747548783982,1.16856588110701,0.763581350220993,-0.526234811584218
0.281834085538265,-0.591312395989083,-0.479420914242099,-1.01275709695941,-0.931133009792805,-1.01275709695941,0,0,-0.467426352442802,-0.424211861233885,-0.526234811584218
0.799073025554399,-1.36001851077489,-0.479420914242099,0.0779043920738006,0.0716256161379083,0.0779043920738006,0,0,1.16856588110701,0.763581350220993,-0.526234811584218
0.953778995079959,0.946099833582532,-1.82179947411998,-1.01275709695941,-0.931133009792805,-2.10341858599261,-2.54950975679639,-2.54950975679639,-0.467426352442802,0.763581350220993,-0.526234811584218
-1.03162869961108,-1.36001851077489,-1.82179947411998,0.0779043920738006,0.0716256161379083,0.0779043920738006,0,1.2747548783982,-2.10341858599261,-2.79979828414364,-0.526234811584218
0.601514701774068,0.946099833582532,-0.479420914242099,1.16856588110701,1.07438424206862,-1.01275709695941,1.2747548783982,-1.2747548783982,1.16856588110701,0.763581350220993,-0.526234811584218
1.34578655551927,0.946099833582532,-0.479420914242099,-1.01275709695941,-0.931133009792805,-1.01275709695941,0,0,1.16856588110701,0.763581350220993,-0.526234811584218
