"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q22a_num"
0.490781740250756,0.304390846599639,0.968191809498466
2.66557617243829,-0.642602898377016,0.968191809498466
-1.90312598776382,0.304390846599639,-1.83956443804708
-0.314067769958045,1.2513845915763,0.968191809498466
0.267291495504694,1.2513845915763,0.968191809498466
-0.702072632278634,1.2513845915763,-0.435686314274309
-0.987101085814159,1.2513845915763,-1.83956443804708
0.223407850519249,1.2513845915763,0.968191809498466
-0.840490916780543,0.304390846599639,-1.83956443804708
1.28593844078358,0.304390846599639,-0.435686314274309
-0.509885907268113,0.304390846599639,0.968191809498466
1.01409160920945,-0.642602898377016,-0.435686314274309
-0.930370429989927,-0.642602898377016,-1.83956443804708
-1.35609316024577,NA,-0.435686314274309
0.102406926254897,0.304390846599639,-0.435686314274309
0.677877101639054,-0.642602898377016,-0.435686314274309
NA,-0.642602898377016,-0.435686314274309
NA,NA,NA
NA,NA,NA
-0.851097200169699,0.304390846599639,0.968191809498466
0.356462252541112,-1.58959664335367,-0.435686314274309
0.248016065924501,-1.58959664335367,0.968191809498466
-0.257458545182159,-1.58959664335367,0.968191809498466
-0.288959709295122,-1.58959664335367,0.968191809498466
-0.864011961803507,1.2513845915763,-0.435686314274309
-0.80382353982625,0.304390846599639,-0.435686314274309
0.466570253494198,0.304390846599639,0.968191809498466
0.136878768217536,0.304390846599639,0.968191809498466
0.0427282014406266,-0.642602898377016,0.968191809498466
0.488164038485655,1.2513845915763,-0.435686314274309
2.14236792967213,-1.58959664335367,-0.435686314274309
