"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num"
-0.694290647214603,0.483045891539648,0.0606179897589379,0.354235268547085,-0.683130051063973,-0.0947330933431345,0.15049280256442
NA,NA,NA,NA,NA,NA,NA
-0.319854547936068,0.483045891539648,1.87915768252707,1.34609402047892,1.36626010212795,1.32626330680388,2.25739203846629
-0.671465429950705,0.483045891539648,0.0606179897589379,-1.62948223531659,-1.70782512765993,-0.0947330933431345,-1.95640643333745
0.943601582319892,-1.93218356615859,0.969887836143006,0.354235268547085,-0.683130051063973,-0.0947330933431345,0.15049280256442
0.0851004211672943,0.483045891539648,-0.84865185662513,0.354235268547085,0.341565025531987,-0.0947330933431345,0.15049280256442
-0.700975759722411,0.483045891539648,-0.84865185662513,-0.637623483384753,0.341565025531987,-0.0947330933431345,0.15049280256442
-0.712695852286645,0.483045891539648,0.0606179897589379,NA,1.36626010212795,-0.0947330933431345,0.15049280256442
1.97791579148943,0.483045891539648,0.0606179897589379,0.354235268547085,-0.683130051063973,1.32626330680388,0.15049280256442
0.187912665460486,-1.93218356615859,1.87915768252707,0.354235268547085,-0.683130051063973,-0.0947330933431345,0.15049280256442
1.05574488799619,0.483045891539648,-0.84865185662513,1.34609402047892,0.341565025531987,-0.0947330933431345,0.15049280256442
-1.20357509679316,0.483045891539648,-0.84865185662513,-1.62948223531659,1.36626010212795,-0.0947330933431345,0.15049280256442
0.421413901141112,-1.93218356615859,-0.84865185662513,-0.637623483384753,-0.683130051063973,-0.0947330933431345,NA
-1.27620888494233,0.483045891539648,-0.84865185662513,-0.637623483384753,-0.683130051063973,-0.0947330933431345,-1.95640643333745
1.53517859412225,0.483045891539648,0.969887836143006,-0.637623483384753,-0.683130051063973,1.32626330680388,0.15049280256442
-0.62780162485073,0.483045891539648,-0.84865185662513,1.34609402047892,1.36626010212795,-2.93672589363716,0.15049280256442
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
