"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q20_num"
-2.04090762119163,1.19111421292738,0.49228623499382,-2.04767184100579,1.32537326171629,1.0654469582394,1.1512838683203,1.48624226959002,1.40372880053611,1.34484662329627,1.03609455583557,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.280262167747618,-1.05489907498676,-1.0465878298474,1.32537326171629,0.197304992266556,-0.724882435609076,-0.234669832040529,-0.412861411922385,-1.12070551941356,-0.163593877237196,-0.21320071635561
-0.15529061807798,1.19111421292738,0.49228623499382,-0.0455038186890175,1.32537326171629,1.0654469582394,1.1512838683203,0.625786218774744,-0.412861411922385,-1.12070551941356,1.03609455583557,-0.21320071635561
-0.112013705764382,-0.280262167747618,-1.05489907498676,-0.0455038186890175,0.319917683862554,1.0654469582394,1.1512838683203,-1.0951258828558,1.40372880053611,0.112070551941356,-0.163593877237196,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.164195601458713,1.19111421292738,0.49228623499382,-1.0465878298474,-0.685537893991186,1.0654469582394,1.1512838683203,1.48624226959002,1.40372880053611,1.34484662329627,1.03609455583557,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.833518713451131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.585365207556712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,-0.280262167747618,0.49228623499382,0.955580192469368,1.32537326171629,1.0654469582394,1.1512838683203,1.48624226959002,-0.412861411922385,-1.12070551941356,1.03609455583557,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.49889989992611,1.19111421292738,0.49228623499382,0.955580192469368,1.32537326171629,1.0654469582394,0.21320071635561,0.625786218774744,0.495433694306862,0.112070551941356,-0.163593877237196,-0.21320071635561
-1.05561301631197,NA,0.49228623499382,-0.0455038186890175,-0.685537893991186,0.197304992266556,0.21320071635561,0.625786218774744,0.495433694306862,0.112070551941356,-0.163593877237196,-0.21320071635561
1.27960719625615,-1.75163854842261,0.49228623499382,0.955580192469368,-0.685537893991186,-1.53897893967914,-0.724882435609076,-1.0951258828558,-1.32115651815163,-1.12070551941356,-2.56297074338274,-0.21320071635561
-1.19915621517481,1.19111421292738,0.49228623499382,-1.0465878298474,0.319917683862554,0.197304992266556,1.1512838683203,1.48624226959002,1.40372880053611,0.112070551941356,-0.163593877237196,-0.21320071635561
-0.876848987327611,-0.280262167747618,0.49228623499382,-0.0455038186890175,-0.685537893991186,-1.53897893967914,-1.66296558757376,-1.0951258828558,-1.32115651815163,1.34484662329627,-0.163593877237196,-0.21320071635561
0.350382546424305,-0.280262167747618,0.49228623499382,-0.0455038186890175,-0.685537893991186,-1.53897893967914,-0.724882435609076,-0.234669832040529,-1.32115651815163,0.112070551941356,-1.36328231030997,-0.21320071635561
0.721072005906478,1.19111421292738,0.49228623499382,0.955580192469368,-0.685537893991186,-1.53897893967914,0.21320071635561,-0.234669832040529,0.495433694306862,0.112070551941356,-0.163593877237196,-0.21320071635561
0.430048908888693,-1.75163854842261,-2.60208438496733,-1.0465878298474,-1.69099347184493,-0.67083697370629,-1.66296558757376,-1.0951258828558,-0.412861411922385,0.112070551941356,-0.163593877237196,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.894548752820239,1.19111421292738,0.49228623499382,-2.04767184100579,1.32537326171629,1.0654469582394,1.1512838683203,1.48624226959002,1.40372880053611,1.34484662329627,1.03609455583557,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.0854774384644602,-0.280262167747618,0.49228623499382,0.955580192469368,-0.685537893991186,-0.67083697370629,-0.724882435609076,-0.234669832040529,-1.32115651815163,0.112070551941356,1.03609455583557,-0.21320071635561
1.04353311905778,-0.280262167747618,-1.05489907498676,-0.0455038186890175,-0.685537893991186,0.197304992266556,-0.724882435609076,-0.234669832040529,-0.412861411922385,-1.12070551941356,-0.163593877237196,-0.21320071635561
1.1367897759215,-1.75163854842261,0.49228623499382,-0.0455038186890175,-0.685537893991186,-0.67083697370629,-0.724882435609076,-1.0951258828558,0.495433694306862,0.112070551941356,-1.36328231030997,-0.21320071635561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.101999681323264,-0.280262167747618,0.49228623499382,0.955580192469368,1.32537326171629,1.0654469582394,1.1512838683203,-0.234669832040529,-0.412861411922385,0.112070551941356,1.03609455583557,-0.21320071635561
-1.54292814520767,-0.280262167747618,0.49228623499382,0.955580192469368,-0.685537893991186,-0.67083697370629,-0.724882435609076,-1.0951258828558,-0.412861411922385,1.34484662329627,-1.36328231030997,-0.21320071635561
0.0656234228860939,-0.280262167747618,0.49228623499382,0.955580192469368,-0.685537893991186,0.197304992266556,-0.724882435609076,-0.234669832040529,0.495433694306862,0.112070551941356,1.03609455583557,-0.21320071635561
1.45486940196121,-0.280262167747618,-2.60208438496733,0.955580192469368,-0.685537893991186,-0.67083697370629,-0.724882435609076,-1.0951258828558,-1.32115651815163,-2.35348159076848,-0.163593877237196,4.47721504346782
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
