"PROFICIENCIA_LP_SAEB","TX_RESP_Q23d_num","TX_RESP_Q23i_num"
1.21852620765302,1.42047806618333,1.14084578977408
1.53279510907177,-0.0660687472643408,-0.335542879345317
0.346656349214154,1.42047806618333,1.14084578977408
-2.33548462012498,-0.0660687472643408,-0.335542879345317
-2.77893707537473,-0.0660687472643408,-0.335542879345317
0.508191310165903,-1.55261556071201,-0.335542879345317
0.993595235639663,1.42047806618333,1.14084578977408
0.701869773648583,-0.0660687472643408,1.14084578977408
0.953934900179281,1.42047806618333,1.14084578977408
-0.43047162637855,1.42047806618333,1.14084578977408
1.03038320708309,-0.0660687472643408,1.14084578977408
-0.0966179021014679,-1.55261556071201,-0.335542879345317
-0.426643193891015,-0.0660687472643408,1.14084578977408
1.55191460454405,-0.0660687472643408,-0.335542879345317
-0.297444083796101,-1.55261556071201,-0.335542879345317
1.23734022533558,-0.0660687472643408,-0.335542879345317
0.9311312142111,-0.0660687472643408,-0.335542879345317
0.562861283988455,-1.55261556071201,-0.335542879345317
0.568338757461969,1.42047806618333,1.14084578977408
NA,NA,NA
-0.477575249065232,-0.0660687472643408,-0.335542879345317
0.395021518161128,1.42047806618333,-0.335542879345317
NA,NA,NA
NA,NA,NA
-1.35140668564047,-0.0660687472643408,-1.81193154846472
-0.168858753024882,-0.0660687472643408,-0.335542879345317
-0.387808777960557,1.42047806618333,-0.335542879345317
-0.15321128217188,-0.0660687472643408,-1.81193154846472
-1.96578343661114,-3.03916237415969,-3.28832021758411
-0.304259447306932,-0.0660687472643408,1.14084578977408
-0.596115032568268,-0.0660687472643408,-1.81193154846472
-0.725950563281877,-0.0660687472643408,-0.335542879345317
0.554867828695848,-0.0660687472643408,1.14084578977408
-0.0303438538639579,-0.0660687472643408,1.14084578977408
NA,NA,NA
0.65306053240882,-0.0660687472643408,-0.335542879345317
0.0558629025265167,-0.0660687472643408,1.14084578977408
0.581860564965838,1.42047806618333,1.14084578977408
NA,NA,NA
0.236042148459523,-0.0660687472643408,1.14084578977408
0.947190258627329,1.42047806618333,NA
-0.702330840888731,-1.55261556071201,-0.335542879345317
1.13560762445914,-0.0660687472643408,-0.335542879345317
-1.70680819711399,-1.55261556071201,-0.335542879345317
-0.0279650546758067,-0.0660687472643408,-0.335542879345317
-0.489009616449287,-0.0660687472643408,-0.335542879345317
-0.493170403637946,-0.0660687472643408,-0.335542879345317
-1.54785852806808,-0.0660687472643408,-0.335542879345317
0.207697377760441,-0.0660687472643408,-0.335542879345317
0.589305289734677,-0.0660687472643408,-0.335542879345317
