"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num"
0.391817869014264,0.493176037584295,0.794416490875919,-0.998386951185759,-0.693888666488711,0.138777733297742
0.146534712733513,0.493176037584295,-1.3240274847932,1.17991185140135,0.555110933190969,1.38777733297742
-1.11636277979631,0.493176037584295,-0.26480549695864,1.17991185140135,0.555110933190969,1.38777733297742
-1.79283086855962,0.493176037584295,-1.3240274847932,0.453812250538981,1.80411053287065,0.138777733297742
-1.29461164229241,0.493176037584295,-1.3240274847932,-0.998386951185759,1.80411053287065,1.38777733297742
-0.835539584432421,0.493176037584295,NA,NA,0.555110933190969,-1.11022186638194
NA,NA,NA,NA,NA,NA
0.813064069877664,0.493176037584295,-0.26480549695864,-0.998386951185759,-0.693888666488711,-1.11022186638194
1.36617393048284,-1.40907439309799,1.85363847871048,-0.998386951185759,-0.693888666488711,-1.11022186638194
-0.311617415706136,0.493176037584295,-1.3240274847932,-0.998386951185759,-0.693888666488711,1.38777733297742
-0.480959483453111,0.493176037584295,-1.3240274847932,1.17991185140135,-0.693888666488711,-1.11022186638194
-1.26270463543263,0.493176037584295,NA,NA,0.555110933190969,1.38777733297742
1.05060096036146,0.493176037584295,-0.26480549695864,0.453812250538981,-0.693888666488711,-1.11022186638194
1.83570846303174,-1.40907439309799,-0.26480549695864,-0.998386951185759,-0.693888666488711,0.138777733297742
-1.0141462683745,0.493176037584295,NA,NA,1.80411053287065,1.38777733297742
0.39094876650386,0.493176037584295,0.794416490875919,1.17991185140135,-0.693888666488711,-1.11022186638194
-1.66452661732092,0.493176037584295,-0.26480549695864,0.453812250538981,-1.94288826616839,-1.11022186638194
-0.313302741915826,0.493176037584295,1.85363847871048,1.17991185140135,-0.693888666488711,0.138777733297742
0.791416248891814,-1.40907439309799,1.85363847871048,-0.998386951185759,-0.693888666488711,-1.11022186638194
0.30696793383018,0.493176037584295,-0.26480549695864,1.17991185140135,0.555110933190969,0.138777733297742
0.838823034886369,0.493176037584295,0.794416490875919,1.17991185140135,-0.693888666488711,0.138777733297742
0.205580070463416,0.493176037584295,-0.26480549695864,-0.998386951185759,0.555110933190969,0.138777733297742
-0.125514440240099,0.493176037584295,0.794416490875919,-0.272287350323389,0.555110933190969,1.38777733297742
0.269533067544493,-3.31132482378027,-0.26480549695864,1.17991185140135,-0.693888666488711,-1.11022186638194
-0.834918347819489,-1.40907439309799,-0.26480549695864,0.453812250538981,0.555110933190969,0.138777733297742
-0.0787268201325166,0.493176037584295,-0.26480549695864,-0.998386951185759,-0.693888666488711,-1.11022186638194
1.18216489193284,0.493176037584295,-0.26480549695864,-0.998386951185759,-0.693888666488711,0.138777733297742
1.53642762592153,-1.40907439309799,0.794416490875919,-0.998386951185759,1.80411053287065,0.138777733297742
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
