"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.476234226474785,0.538562053276879,0.493176037584295,0,0.222108349695031,0.892134493673605
-0.814479476402006,0.538562053276879,0.493176037584295,0,-0.977276738658136,0.892134493673605
0.453537079503319,0.538562053276879,0.493176037584295,0,0.222108349695031,2.42150791139979
-0.328954208531974,0.538562053276879,0.493176037584295,-1.80277563773199,0.222108349695031,-0.637238924052575
-1.03465187815233,0.538562053276879,0.493176037584295,0,0.222108349695031,2.42150791139979
0.0605902462668854,0.538562053276879,0.493176037584295,0,-0.977276738658136,NA
NA,NA,NA,NA,NA,NA
-1.00381413913571,0.538562053276879,0.493176037584295,1.80277563773199,1.4214934380482,-0.637238924052575
2.22846432812241,0.538562053276879,-1.40907439309799,0,-0.977276738658136,-0.637238924052575
-0.624408036492162,-2.36967303441827,0.493176037584295,0,-0.977276738658136,0.892134493673605
1.53772413197352,-0.915555490570695,0.493176037584295,-1.80277563773199,0.222108349695031,-0.637238924052575
-0.28780904433977,0.538562053276879,0.493176037584295,1.80277563773199,-2.1766618270113,NA
0.638797804207047,0.538562053276879,0.493176037584295,0,0.222108349695031,-0.637238924052575
1.6592971849636,-0.915555490570695,-1.40907439309799,-1.80277563773199,-2.1766618270113,-0.637238924052575
-1.2215660998259,0.538562053276879,0.493176037584295,0,1.4214934380482,NA
1.07045246191734,0.538562053276879,0.493176037584295,1.80277563773199,1.4214934380482,-0.637238924052575
-1.28805711199208,-0.915555490570695,0.493176037584295,0,0.222108349695031,-0.637238924052575
0.042070915972168,0.538562053276879,0.493176037584295,0,1.4214934380482,-0.637238924052575
-1.38529043545793,0.538562053276879,-1.40907439309799,0,0.222108349695031,-0.637238924052575
-0.181159645895188,0.538562053276879,0.493176037584295,0,0.222108349695031,-0.637238924052575
-0.407967753109923,0.538562053276879,0.493176037584295,0,0.222108349695031,-0.637238924052575
-0.778485615334179,0.538562053276879,0.493176037584295,1.80277563773199,1.4214934380482,0.892134493673605
-0.479920467795061,0.538562053276879,0.493176037584295,0,0.222108349695031,-0.637238924052575
0.283443981021834,-2.36967303441827,-3.31132482378027,0,-0.977276738658136,0.892134493673605
1.23151115306886,-0.915555490570695,-1.40907439309799,0,0.222108349695031,-0.637238924052575
0.344987792143966,0.538562053276879,0.493176037584295,-1.80277563773199,0.222108349695031,-0.637238924052575
-0.734736415452468,0.538562053276879,0.493176037584295,0,0.222108349695031,0.892134493673605
1.49665747523053,-2.36967303441827,-1.40907439309799,0,-0.977276738658136,-0.637238924052575
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
