"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num"
-0.517195395388705,0.857779664702572,1.15242945358271,1.39009609371383,0,1.91485421551268
-0.0463559794062441,-1.11511356411334,-0.242616727070045,-0.208514414057075,0,0
0.613005558930397,0.857779664702572,-0.242616727070045,-0.208514414057075,0,0
1.23812449272685,-1.11511356411334,-1.6376629077228,-1.80712492182798,0,0
0.223195775575402,0.857779664702572,-0.242616727070045,-0.208514414057075,0,0
-1.22742915548878,-1.11511356411334,-1.6376629077228,-0.208514414057075,0,-1.91485421551268
0.823437392163826,-1.11511356411334,-0.242616727070045,-0.208514414057075,0,-1.91485421551268
0.605719486378067,-1.11511356411334,-0.242616727070045,-0.208514414057075,0,0
0.348925116545089,-1.11511356411334,-1.6376629077228,-0.208514414057075,0,0
0.19026338477198,0.857779664702572,1.15242945358271,-0.208514414057075,0,0
2.8802635401688,-1.11511356411334,-1.6376629077228,-1.80712492182798,0,0
-0.852432919017444,0.857779664702572,1.15242945358271,-0.208514414057075,0,0
-1.27321796246823,0.857779664702572,1.15242945358271,1.39009609371383,0,0
-0.199527398020796,0.857779664702572,-0.242616727070045,-0.208514414057075,-2.34520787991171,0
0.844202410168249,-1.11511356411334,-0.242616727070045,1.39009609371383,0,-1.91485421551268
NA,NA,NA,NA,NA,NA
-1.29518057401879,0.857779664702572,1.15242945358271,1.39009609371383,2.34520787991171,1.91485421551268
-0.559969131033364,0.857779664702572,1.15242945358271,1.39009609371383,0,0
-0.903823276163379,0.857779664702572,-0.242616727070045,-0.208514414057075,0,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.19526576572842,0.857779664702572,1.15242945358271,1.39009609371383,2.34520787991171,1.91485421551268
0.617390490722167,-1.11511356411334,-0.242616727070045,-0.208514414057075,-2.34520787991171,0
-0.731049198331489,0.857779664702572,1.15242945358271,-0.208514414057075,0,0
0.670561659182274,0.857779664702572,-0.242616727070045,-0.208514414057075,0,0
-0.253642552267464,-1.11511356411334,-0.242616727070045,-1.80712492182798,0,0
