"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
-1.05468955176192,0.267261241912425,0.370138274054947,NA,-0.479420914242099,0.717594961475923,0.979957887012223,1.73644717631942,1.72378321474267,1.61200507268876,1.73644717631942,0,0,0.223374237314982
1.96061397823122,0.267261241912425,0.370138274054947,2.00137315498497,0.862957645635778,0.717594961475923,-1.51448037083707,0.306431854644603,0.215472901842834,-0.763581350220993,0.306431854644603,0,1.14017542509914,-1.2285583052324
-0.789892612837362,NA,NA,NA,NA,-1.97338614405879,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.928008329000952,0.267261241912425,0.370138274054947,1.03774904332554,-0.479420914242099,-0.627895591291433,-0.267261241912425,0.306431854644603,0.215472901842834,0.424211861233885,0.306431854644603,0,-1.14017542509914,0.223374237314982
0.61519415650224,0.267261241912425,-1.3571736715348,0.0741249316661101,-0.479420914242099,-1.97338614405879,-0.267261241912425,-1.12358346703021,-1.292837411057,-0.763581350220993,-1.12358346703021,-1.47196014438797,0,0.223374237314982
-0.502382619349837,0.267261241912425,0.370138274054947,-0.889499179993322,-0.479420914242099,-0.627895591291433,-0.267261241912425,0.306431854644603,0.215472901842834,0.424211861233885,0.306431854644603,1.47196014438797,1.14017542509914,1.67530677986236
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.573350161764849,0.267261241912425,0.370138274054947,-0.889499179993322,-0.479420914242099,0.717594961475923,0.979957887012223,0.306431854644603,0.215472901842834,-0.763581350220993,-1.12358346703021,1.47196014438797,0,1.67530677986236
0.263680967627757,0.267261241912425,0.370138274054947,-0.889499179993322,0.862957645635778,-0.627895591291433,0.979957887012223,0.306431854644603,0.215472901842834,0.424211861233885,0.306431854644603,0,0,-1.2285583052324
-0.441268804884311,0.267261241912425,0.370138274054947,0.0741249316661101,-1.82179947411998,0.717594961475923,0.979957887012223,1.73644717631942,1.72378321474267,1.61200507268876,1.73644717631942,1.47196014438797,1.14017542509914,0.223374237314982
0.695098369463665,0.267261241912425,0.370138274054947,1.03774904332554,0.862957645635778,0.717594961475923,-1.51448037083707,0.306431854644603,-1.292837411057,-0.763581350220993,-1.12358346703021,-1.47196014438797,0,-1.2285583052324
-0.295292029734535,0.267261241912425,0.370138274054947,1.03774904332554,0.862957645635778,0.717594961475923,-0.267261241912425,-1.12358346703021,-1.292837411057,-1.95137456167587,0.306431854644603,0,-1.14017542509914,0.223374237314982
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.313999417995714,0.267261241912425,0.370138274054947,-0.889499179993322,0.862957645635778,0.717594961475923,-1.51448037083707,-1.12358346703021,0.215472901842834,0.424211861233885,-1.12358346703021,0,-2.28035085019828,-1.2285583052324
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.30398251227664,0.267261241912425,0.370138274054947,0.0741249316661101,0.862957645635778,0.717594961475923,-0.267261241912425,-1.12358346703021,-1.292837411057,-0.763581350220993,-1.12358346703021,-1.47196014438797,1.14017542509914,NA
0.755887312288802,-3.47439614486152,-3.08448561712455,-0.889499179993322,0.862957645635778,0.717594961475923,0.979957887012223,-1.12358346703021,0.215472901842834,0.424211861233885,0.306431854644603,0,0,0.223374237314982
-1.84227409259054,0.267261241912425,0.370138274054947,-0.889499179993322,-1.82179947411998,-0.627895591291433,0.979957887012223,0.306431854644603,0.215472901842834,0.424211861233885,0.306431854644603,0,0,0.223374237314982
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
