"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num"
-0.55187797117838,NA,0,-0.215472901842834,0.101273936708367
2.08791310325946,2.00137315498497,1.14017542509914,1.292837411057,1.41783511391713
-1.38408258332058,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.52531260023614,1.03774904332554,-1.14017542509914,-0.215472901842834,0.101273936708367
0.390814598388503,0.0741249316661101,0,-0.215472901842834,-1.2152872405004
0.549818490566262,-0.889499179993322,1.14017542509914,1.292837411057,1.41783511391713
NA,NA,NA,NA,NA
-0.0190269852597543,-0.889499179993322,0,1.292837411057,0.101273936708367
-0.665422075318948,-0.889499179993322,0,-0.215472901842834,0.101273936708367
-0.323879663396467,0.0741249316661101,1.14017542509914,1.292837411057,NA
0.863174348870524,1.03774904332554,0,-0.215472901842834,-1.2152872405004
-0.79785849470234,1.03774904332554,-1.14017542509914,-1.72378321474267,-1.2152872405004
NA,NA,NA,NA,NA
-1.45640685118433,-0.889499179993322,-2.28035085019828,-1.72378321474267,-1.2152872405004
NA,NA,NA,NA,NA
-0.639143362121616,0.0741249316661101,1.14017542509914,-0.215472901842834,1.41783511391713
0.423581906667279,-0.889499179993322,0,-0.215472901842834,0.101273936708367
-0.00291706150575297,-0.889499179993322,0,-0.215472901842834,0.101273936708367
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
