"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22e_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-1.38707849451841,0.892282657966937,-1.03940622318882,0.234834109156931,-0.0834576187615803,-0.440210530013156,0,0.817533841453003,0.30175637618633,0.118469775551818
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.339979901726783,-1.30410542318245,-1.03940622318882,-0.704502327470793,-0.0834576187615803,-0.440210530013156,1,0.817533841453003,0.30175637618633,0.118469775551818
1.33216663451303,-1.30410542318245,1.35922352263154,1.17417054578466,-1.33532190018528,-1.38351880861277,-1,-1.06908271574623,1.43334278688507,1.00699309219046
0.531084475269762,0.892282657966937,-1.03940622318882,0.234834109156931,-0.0834576187615803,-0.440210530013156,0,-0.125774437146616,-0.829830034512407,-0.77005354108682
-1.08272020974723,-1.30410542318245,-1.03940622318882,-0.704502327470793,-1.33532190018528,-0.440210530013156,0,0.817533841453003,-0.829830034512407,-1.65857685772546
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.111461602221496,0.892282657966937,0.159908649721357,1.17417054578466,-0.0834576187615803,-0.440210530013156,1,0.817533841453003,0.30175637618633,1.00699309219046
-0.098765059258923,-0.205911382607755,0.159908649721357,1.17417054578466,1.16840666266212,-0.440210530013156,1,0.817533841453003,0.30175637618633,0.118469775551818
0.95529921830653,0.892282657966937,0.159908649721357,1.17417054578466,-1.33532190018528,-0.440210530013156,0,-1.06908271574623,1.43334278688507,0.118469775551818
-0.370911731132133,0.892282657966937,1.35922352263154,1.17417054578466,1.16840666266212,1.44640602718608,-1,-1.06908271574623,0.30175637618633,1.00699309219046
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.978983687657583,0.892282657966937,1.35922352263154,-0.704502327470793,-0.0834576187615803,1.44640602718608,1,0.817533841453003,0.30175637618633,0.118469775551818
-1.10364469928853,0.892282657966937,-1.03940622318882,-0.704502327470793,1.16840666266212,1.44640602718608,2,1.76084212005262,0.30175637618633,1.00699309219046
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.995963663542706,-1.30410542318245,0.159908649721357,0.234834109156931,-1.33532190018528,-0.440210530013156,-1,-0.125774437146616,0.30175637618633,0.118469775551818
1.70303767554332,-0.205911382607755,1.35922352263154,0.234834109156931,NA,NA,NA,NA,NA,NA
-1.07654356900191,-1.30410542318245,-1.03940622318882,-1.64383876409852,1.16840666266212,1.44640602718608,-1,-1.06908271574623,-1.96141644521114,-1.65857685772546
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.00370995995535,-0.205911382607755,0.159908649721357,-0.704502327470793,-0.0834576187615803,0.503097748586463,-1,-1.06908271574623,0.30175637618633,1.00699309219046
-0.65113247603127,0.892282657966937,NA,-1.64383876409852,1.16840666266212,-1.38351880861277,-1,-1.06908271574623,-1.96141644521114,-1.65857685772546
