"PROFICIENCIA_MT_SAEB","TX_RESP_Q23a_num","TX_RESP_Q23f_num"
NA,NA,NA
1.14953353848007,0.0578729841692193,1.03526341330515
NA,NA,NA
-0.02831035874437,0.0578729841692193,-1.81171097328401
-0.460774279540035,NA,NA
1.65048630226141,-1.21533266755361,1.03526341330515
NA,NA,NA
-0.586888844196272,1.33107863589205,-0.388223779989432
-0.397429597904603,1.33107863589205,1.03526341330515
1.0837757455637,-2.48853831927643,1.03526341330515
-0.826161721743965,0.0578729841692193,-0.388223779989432
-1.34570006615714,0.0578729841692193,1.03526341330515
0.399944802214872,0.0578729841692193,1.03526341330515
-1.40825188816701,0.0578729841692193,-0.388223779989432
-0.164014283984417,0.0578729841692193,-0.388223779989432
0.538457265759715,1.33107863589205,1.03526341330515
-2.35450459923235,1.33107863589205,-0.388223779989432
1.09127193923279,0.0578729841692193,-0.388223779989432
0.862852045715751,0.0578729841692193,1.03526341330515
-1.13567212384584,NA,NA
-0.65725891921446,0.0578729841692193,-0.388223779989432
0.994608155031468,-1.21533266755361,-0.388223779989432
0.208967151158057,-1.21533266755361,-1.81171097328401
NA,NA,NA
-0.382406652852852,-1.21533266755361,-1.81171097328401
-0.0129450068543694,0.0578729841692193,-0.388223779989432
NA,NA,NA
0.620126620579947,1.33107863589205,-0.388223779989432
1.1602947764399,0.0578729841692193,1.03526341330515
NA,NA,NA
