"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q23d_num"
1.56742734900008,-0.813018758707435,1.81257041829008
0.967350537099196,-0.813018758707435,-1.61922957367247
-0.229871965366059,-0.813018758707435,-1.61922957367247
-0.615620501231855,1.12681547259451,1.81257041829008
-0.0329509318184251,-0.813018758707435,0.0966704223088039
NA,NA,NA
NA,1.12681547259451,-1.61922957367247
0.569175532496754,NA,NA
0.998330322735324,2.09673258824549,0.0966704223088039
-0.266882263873523,1.12681547259451,-1.61922957367247
0.666083569768993,NA,-1.61922957367247
-1.0135718423409,0.15689835694354,0.0966704223088039
0.353035678641125,-0.813018758707435,0.0966704223088039
1.57268715944022,-0.813018758707435,0.0966704223088039
1.26332449017087,2.09673258824549,0.0966704223088039
-1.20397622454534,0.15689835694354,0.0966704223088039
0.0789691708042016,1.12681547259451,0.0966704223088039
-0.0814841210602685,-0.813018758707435,0.0966704223088039
0.12998832510544,-0.813018758707435,0.0966704223088039
NA,NA,NA
1.9757875846967,1.12681547259451,0.0966704223088039
-0.0493416390037495,-0.813018758707435,0.0966704223088039
0.734493324450163,2.09673258824549,0.0966704223088039
-0.579032084169973,0.15689835694354,-1.61922957367247
1.56171572945965,NA,1.81257041829008
-2.04252661869903,0.15689835694354,0.0966704223088039
0.0195044082233574,-0.813018758707435,0.0966704223088039
NA,NA,NA
-0.215683724536467,-0.813018758707435,0.0966704223088039
0.303020899647992,1.12681547259451,0.0966704223088039
-1.75649316930461,0.15689835694354,-1.61922957367247
-1.21791640149683,-0.813018758707435,-1.61922957367247
0.852364246760144,0.15689835694354,0.0966704223088039
NA,NA,NA
0.378825418034239,-0.813018758707435,0.0966704223088039
1.60151430454737,1.12681547259451,0.0966704223088039
-2.11709314919775,NA,NA
-0.124347778410417,0.15689835694354,0.0966704223088039
0.00629063514631894,1.12681547259451,0.0966704223088039
-1.36139653251178,-0.813018758707435,0.0966704223088039
0.112835759120938,0.15689835694354,0.0966704223088039
-0.307406137381699,-0.813018758707435,0.0966704223088039
1.52743831423735,1.12681547259451,0.0966704223088039
-0.0303088565547491,1.12681547259451,0.0966704223088039
NA,NA,NA
1.29861399878012,0.15689835694354,0.0966704223088039
0.57116872636028,-0.813018758707435,1.81257041829008
-0.0607759326246408,0.15689835694354,0.0966704223088039
NA,NA,NA
0.217257024568966,0.15689835694354,0.0966704223088039
-0.266880052965519,-0.813018758707435,0.0966704223088039
-1.24480791674523,-0.813018758707435,0.0966704223088039
0.00573808903767323,-0.813018758707435,0.0966704223088039
-0.127757259842445,-0.813018758707435,0.0966704223088039
-1.19776851744703,-0.813018758707435,-1.61922957367247
0.356277955130525,-0.813018758707435,1.81257041829008
-1.24223892204069,-0.813018758707435,0.0966704223088039
-1.95138665951799,-0.813018758707435,0.0966704223088039
-2.12736140993708,-0.813018758707435,0.0966704223088039
0.910225578459487,2.09673258824549,1.81257041829008
1.1567361730935,2.09673258824549,0.0966704223088039
0.46154300356888,1.12681547259451,1.81257041829008
1.21290883335819,2.09673258824549,0.0966704223088039
NA,NA,NA
-0.181937831697612,0.15689835694354,0.0966704223088039
0.337725743685043,-0.813018758707435,0.0966704223088039
0.767482925958177,-0.813018758707435,0.0966704223088039
0.18680986677028,-0.813018758707435,1.81257041829008
-1.87306297225396,NA,NA
-0.641272923138728,-0.813018758707435,-1.61922957367247
-0.783546079275705,NA,-3.33512956965374
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.661914460544954,-0.813018758707435,0.0966704223088039
-1.49148794732904,-0.813018758707435,-1.61922957367247
-0.0178159399829881,-0.813018758707435,0.0966704223088039
1.09440344074842,-0.813018758707435,0.0966704223088039
-0.848834273044519,1.12681547259451,1.81257041829008
-1.10075972306728,-0.813018758707435,0.0966704223088039
0.864749733302052,0.15689835694354,0.0966704223088039
0.169876582661493,-0.813018758707435,0.0966704223088039
0.283395674250448,-0.813018758707435,0.0966704223088039
0.606607732548964,1.12681547259451,0.0966704223088039
NA,NA,NA
