Termo,Item,Categoria,Coef,SE,t_value,p_valor,Sig,IC_95_inf,IC_95_sup
(Intercept),NA,NA,267.8887674994416,26.773795218964185,10.005632944771794,4.5256912160204684e-23,***,215.4121288702718,320.3654061286114
TX_RESP_Q21a_D,TX_RESP_Q21a,D,49.16846193279866,5.096713297970315,9.647091970501698,1.3654742571925543e-21,***,39.17890386877684,59.15801999682047
TX_RESP_Q23d_C,TX_RESP_Q23d,C,-29.323981277662476,4.256403327008867,-6.88938031120973,7.319554666654047e-12,***,-37.666531798599856,-20.981430756725096
TX_RESP_Q24_B,TX_RESP_Q24,B,-41.65615117643899,6.476288607979899,-6.432102350273807,1.544132405047378e-10,***,-54.34967684807959,-28.96262550479839
TX_RESP_Q23d_D,TX_RESP_Q23d,D,-35.51073077319787,6.943833960205167,-5.113994801245024,3.4314699955476303e-7,***,-49.120645335199995,-21.900816211195746
TX_RESP_Q10d_C,TX_RESP_Q10d,C,-24.892300771862473,4.9559200849325595,-5.022740549740162,5.510649586454797e-7,***,-34.60590413833029,-15.178697405394656
TX_RESP_Q01_B,TX_RESP_Q01,B,-13.934357509005514,2.7884610715520397,-4.997149736521062,6.284761616873741e-7,***,-19.399741209247512,-8.468973808763515
TX_RESP_Q10a_C,TX_RESP_Q10a,C,-19.69979258576705,4.0298645284463674,-4.88845033045364,1.0909626489859312e-6,***,-27.59832706152193,-11.80125811001217
TX_RESP_Q19_B,TX_RESP_Q19,B,-18.74940956150782,4.082862891522734,-4.592221208416599,4.637137217392911e-6,***,-26.75182082889238,-10.746998294123262
TX_RESP_Q23d_B,TX_RESP_Q23d,B,-16.571217384495633,3.684509198930596,-4.497537253891323,7.2379919273888585e-6,***,-23.7928554143996,-9.349579354591665
TX_RESP_Q25_B,TX_RESP_Q25,B,-15.498674256482934,3.5245105526204794,-4.397397603181992,1.148616750269293e-5,***,-22.40671493961907,-8.590633573346794
TX_RESP_Q23b_C,TX_RESP_Q23b,C,24.474581135812745,5.585841389758236,4.381538863722023,1.234707068001581e-5,***,13.526332011886604,35.42283025973889
TX_RESP_Q12b_C,TX_RESP_Q12b,C,20.778851829036846,4.79533143019794,4.333141959320034,1.5371801329150312e-5,***,11.380002225848882,30.177701432224808
TX_RESP_Q10f_C,TX_RESP_Q10f,C,11.620440426531776,2.7034159947858134,4.298428524853217,1.7963710017953178e-5,***,6.321745076751581,16.91913577631197
TX_RESP_Q21a_C,TX_RESP_Q21a,C,14.292112116439467,3.4083799900562353,4.193227327391879,2.8608666346266445e-5,***,7.611687335929246,20.972536896949688
TX_RESP_Q24_C,TX_RESP_Q24,C,-22.80538618046166,5.618616621975615,-4.058897005228102,5.1055999124534e-5,***,-33.817874759533865,-11.792897601389454
TX_RESP_Q23b_D,TX_RESP_Q23b,D,35.91430173883084,8.87025441214568,4.048846861670037,5.3281114689468514e-5,***,18.528603091025303,53.30000038663637
TX_RESP_Q13a_B,TX_RESP_Q13a,B,-11.367325725003061,2.824485782553772,-4.024564681902998,5.904276667094156e-5,***,-16.903317858808457,-5.831333591197668
TX_RESP_Q10d_B,TX_RESP_Q10d,B,-20.34706232930141,5.068509571737807,-4.014407399515898,6.162394134256817e-5,***,-30.28134108990751,-10.412783568695307
TX_RESP_Q21e_D,TX_RESP_Q21e,D,23.781478226868554,5.942611631761034,4.0018563723339176,6.496119143356101e-5,***,12.133959428616928,35.42899702512018
TX_RESP_Q04_C,TX_RESP_Q04,C,-8.446793619993516,2.217189857003342,-3.8096844044784857,1.4302148095491892e-4,***,-12.792485739720066,-4.1011015002669655
TX_RESP_Q09_E,TX_RESP_Q09,E,25.480128714577067,6.828886039230641,3.7312276948536867,1.9545451223628636e-4,***,12.095512077685012,38.864745351469125
