"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num"
0.81130971912764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.583874208121142,-0.661107356684931,0.870388279778489,1.33333333333333,-1.22474487139159,-0.943879807448539,-0.301511344577764,-0.870571500132014,-0.301511344577763,0,0.34687296754716
-0.0671335767773096,-1.55699788832305,-2.11554354139178,-1.04446593573419,NA,NA,0.539359889970594,0.804030252207369,-0.870571500132014,-1.95982373975546,0,-0.92499458012576
-0.407739913559435,-1.55699788832305,0.793328828021918,-1.04446593573419,-0.666666666666667,1.22474487139159,0.539359889970594,0.804030252207369,1.30585725019802,-0.301511344577763,1.29099444873581,0.34687296754716
0.118459794530799,0.583874208121142,-0.661107356684931,-1.04446593573419,1.33333333333333,1.22474487139159,-0.943879807448539,-1.4070529413629,-0.870571500132014,-0.301511344577763,-1.29099444873581,-0.92499458012576
-1.084004516788,0.583874208121142,-0.661107356684931,-1.04446593573419,-0.666666666666667,0,0.539359889970594,-1.4070529413629,NA,-0.301511344577763,-1.29099444873581,-0.92499458012576
-1.10097599916674,0.583874208121142,0.793328828021918,0.870388279778489,-0.666666666666667,0,0.539359889970594,0.804030252207369,-0.870571500132014,1.35680105059994,0,0.34687296754716
-0.0795873139150136,0.583874208121142,0.793328828021918,0.870388279778489,-0.666666666666667,1.22474487139159,0.539359889970594,0.804030252207369,1.30585725019802,-0.301511344577763,0,-0.92499458012576
1.36715721946255,0.583874208121142,0.793328828021918,0.870388279778489,1.33333333333333,0,-2.42711950486767,-0.301511344577764,0.217642875033004,-0.301511344577763,-1.29099444873581,-0.92499458012576
1.92510404335258,-1.55699788832305,-0.661107356684931,-1.04446593573419,-0.666666666666667,0,0.539359889970594,-1.4070529413629,-0.870571500132014,-0.301511344577763,0,0.34687296754716
-0.95254906585945,0.583874208121142,0.793328828021918,0.870388279778489,NA,-1.22474487139159,0.539359889970594,0.804030252207369,1.30585725019802,1.35680105059994,1.29099444873581,1.61874051522008
-0.530040390407613,0.583874208121142,0.793328828021918,0.870388279778489,-0.666666666666667,-1.22474487139159,0.539359889970594,0.804030252207369,0.217642875033004,1.35680105059994,1.29099444873581,1.61874051522008
