"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21e_num"
NA,NA,NA,NA,NA,NA
-0.394244823518542,-0.318297535060383,0.277350098112614,0.594574487851546,0.385164443259822,0.741619848709566
-0.955247991835911,1.06099178353461,0.277350098112614,0.594574487851546,0.385164443259822,-0.741619848709566
0.094808418878558,1.06099178353461,0.277350098112614,0.594574487851546,0.385164443259822,0.741619848709566
NA,NA,NA,NA,NA,NA
-1.14727651223043,-0.318297535060383,0.277350098112614,-0.693670235826803,-1.28388147753274,-1.48323969741913
0.299483077358828,1.06099178353461,0.277350098112614,0.594574487851546,0.385164443259822,NA
2.77787365191535,1.06099178353461,0.277350098112614,0.594574487851546,0.385164443259822,0.741619848709566
-0.131226500680508,-0.318297535060383,0.277350098112614,0.594574487851546,0.385164443259822,0.741619848709566
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.720541080749118,-1.69758685365538,-3.32820117735137,-1.98191495950515,-2.9529273983253,-1.48323969741913
0.466257366780132,-0.318297535060383,0.277350098112614,0.594574487851546,0.385164443259822,0.741619848709566
-0.304314632391104,-1.69758685365538,0.277350098112614,-1.98191495950515,0.385164443259822,0.741619848709566
-0.575239098221132,-0.318297535060383,0.277350098112614,0.594574487851546,0.385164443259822,-1.48323969741913
0.768865011722753,1.06099178353461,0.277350098112614,0.594574487851546,0.385164443259822,0
-0.179196887028887,-0.318297535060383,0.277350098112614,-0.693670235826803,0.385164443259822,0.741619848709566
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
