"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
-0.505846914995361,0.295151380765969,1.223550580643,0.333848930444794,0.613319648072744,NA,0.869226987360353,0.0692396868548563,0.103013277449251,0.97182531580755,-0.055646555707545,-0.873893315483888,0.19436506316151,-1.33490473438938,-0.229415733870561
0.525891427082085,-1.10681767787238,-0.229415733870562,0.333848930444794,0.613319648072744,1.17206543065538,-1.73845397472071,-1.17707467653256,-0.824106219594011,-0.97182531580755,-1.05728455844336,-0.873893315483888,-0.97182531580755,-1.33490473438938,-0.229415733870561
-0.946227306569582,1.69712043940432,-0.229415733870562,0.333848930444794,0.613319648072744,0.293016357663844,0.869226987360353,-1.17707467653256,1.03013277449251,0.97182531580755,0.945991447028269,0.336112813647649,1.36055544213057,-0.133490473438938,4.12948320967011
-1.3786441124651,0.295151380765969,-0.229415733870562,0.333848930444794,0.613319648072744,-0.586032715327688,0.869226987360353,1.31555405024227,1.03013277449251,0.97182531580755,0.945991447028269,1.54611894277919,1.36055544213057,1.0679237875115,-0.229415733870561
-0.614452419278372,0.295151380765969,-0.229415733870562,0.333848930444794,0.613319648072744,-1.46508178831922,0.869226987360353,0.0692396868548563,1.03013277449251,0.97182531580755,0.945991447028269,0.336112813647649,0.19436506316151,1.0679237875115,-0.229415733870561
1.225715548798,-1.10681767787238,-0.229415733870562,-2.83771590878075,0.613319648072744,-1.46508178831922,-0.434613493680177,0.0692396868548563,0.103013277449251,-0.97182531580755,-0.055646555707545,0.336112813647649,1.36055544213057,1.0679237875115,-0.229415733870561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.265562987694586,0.295151380765969,-0.229415733870562,0.333848930444794,-1.97625219934551,1.17206543065538,-0.434613493680177,0.0692396868548563,1.03013277449251,-0.97182531580755,0.945991447028269,0.336112813647649,-0.97182531580755,-0.133490473438938,-0.229415733870561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.787944829372741,0.295151380765969,1.223550580643,0.333848930444794,0.613319648072744,-0.586032715327688,0.869226987360353,1.31555405024227,1.03013277449251,0.97182531580755,0.945991447028269,1.54611894277919,0.19436506316151,1.0679237875115,-0.229415733870561
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
