"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
1.04688807608377,0.613319648072744,NA,0.310438209771555,0.19436506316151,-0.564861991170471,-0.48350116580804,-1.33490473438938
0.0692686564590314,0.613319648072744,1.17206543065538,-0.807139345406042,-0.97182531580755,-0.564861991170471,-0.48350116580804,-1.33490473438938
-0.289156324076086,0.613319648072744,0.293016357663844,-1.92471690058364,1.36055544213057,-0.564861991170471,-0.48350116580804,-0.133490473438938
-1.26843561986458,0.613319648072744,-0.586032715327688,1.42801576494915,1.36055544213057,1.46864117704322,1.2571030311009,1.0679237875115
0.185414754034841,0.613319648072744,-1.46508178831922,0.310438209771555,0.19436506316151,0.451889592936377,1.2571030311009,1.0679237875115
-2.08279019187814,0.613319648072744,-1.46508178831922,1.42801576494915,1.36055544213057,1.46864117704322,1.2571030311009,1.0679237875115
NA,NA,NA,NA,NA,NA,NA,NA
1.27682653214204,-1.97625219934551,1.17206543065538,0.310438209771555,-0.97182531580755,1.46864117704322,-0.48350116580804,-0.133490473438938
NA,NA,NA,NA,NA,NA,NA,NA
-0.168815966187393,0.613319648072744,-0.586032715327688,0.310438209771555,0.19436506316151,0.451889592936377,-0.48350116580804,1.0679237875115
NA,NA,NA,NA,NA,NA,NA,NA
0.103816058524472,0.613319648072744,-0.586032715327688,0.310438209771555,-0.97182531580755,0.451889592936377,-0.48350116580804,-0.133490473438938
0.177333761593271,0.613319648072744,-0.586032715327688,-1.92471690058364,1.36055544213057,-1.58161357527732,-0.48350116580804,-0.133490473438938
-0.169142915893782,-0.681466275636382,0.293016357663844,-0.807139345406042,0.19436506316151,0.451889592936377,-0.48350116580804,-0.133490473438938
1.46832168273181,-0.681466275636382,1.17206543065538,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.26969435160781,0.613319648072744,1.17206543065538,0.310438209771555,-0.97182531580755,-0.564861991170471,-0.48350116580804,-0.133490473438938
-0.852307387943809,-1.97625219934551,1.17206543065538,0.310438209771555,0.19436506316151,-0.564861991170471,1.2571030311009,-0.133490473438938
1.42201459047805,-1.97625219934551,1.17206543065538,-0.807139345406042,-0.97182531580755,-1.58161357527732,-2.22410536271698,-2.53631899533982
-0.599545759130824,0.613319648072744,-0.586032715327688,-0.807139345406042,-0.97182531580755,0.451889592936377,-0.48350116580804,-0.133490473438938
0.144943497207969,-0.681466275636382,0.293016357663844,0.310438209771555,-0.97182531580755,0.451889592936377,1.2571030311009,1.0679237875115
NA,NA,NA,NA,NA,NA,NA,NA
-0.274028908740485,0.613319648072744,-1.46508178831922,0.310438209771555,1.36055544213057,-1.58161357527732,-0.48350116580804,-0.133490473438938
-1.46029888714795,0.613319648072744,-0.586032715327688,1.42801576494915,-0.97182531580755,0.451889592936377,1.2571030311009,1.0679237875115
