"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
0.704339259156067,0.740374086249922,0.732392290670069,NA,-1.05007095313722,-0.0814477159133826,-0.588943554181897,-0.525470649023401,-0.319904956645798,0,0.407585838829036,-0.832050294337844,1.81232848417017
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.19509249783328,-0.629317973312434,-0.915490363337585,-0.94644014650762,-1.05007095313722,-0.0814477159133826,-0.588943554181897,-0.525470649023401,-0.319904956645798,0,0.407585838829036,-0.832050294337844,0.507451975567647
-0.305003639573068,-0.629317973312434,NA,NA,0.350023651045741,-0.0814477159133826,-0.588943554181897,-0.525470649023401,-0.319904956645798,NA,0.407585838829036,0.369800130816819,0.507451975567647
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.650179124532673,-0.629317973312434,0.732392290670069,-0.94644014650762,-1.05007095313722,-0.0814477159133826,0.384093622292541,0.525470649023401,0.639809913291595,0,-0.883102650796244,0.369800130816819,0.507451975567647
-0.07392435532013,-0.629317973312434,-0.915490363337585,-0.0747189589348122,1.05007095313722,0.950223352322797,1.35713079876698,1.5764119470702,1.59952478322899,0,0.407585838829036,0.369800130816819,0.507451975567647
1.1656698744323,0.740374086249922,-0.915490363337585,-0.0747189589348122,1.05007095313722,-1.11311878414956,-0.588943554181897,-0.525470649023401,-0.319904956645798,0,0.407585838829036,0.369800130816819,0.507451975567647
-0.847571050126172,0.740374086249922,0.732392290670069,-0.94644014650762,1.05007095313722,-1.11311878414956,-0.588943554181897,-1.5764119470702,-0.319904956645798,0,0.407585838829036,0.369800130816819,0.507451975567647
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
