"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q22h_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA
-0.478884668526098,0,0.25,0.652791209833867,-0.356753034006338,0.439435374402041,-0.519034249085875
1.61031643555941,1.36930639376292,0.25,-1.43614066163451,-0.356753034006338,-0.659153061603062,-0.519034249085875
-0.899446295839548,-1.36930639376292,0.25,0.652791209833867,NA,NA,1.14187534798892
-0.627461824527529,1.36930639376292,0.25,0.652791209833867,-0.356753034006338,0.439435374402041,-0.519034249085875
-1.25111214304262,-1.36930639376292,-3.75,0.652791209833867,-2.14051820403803,-0.659153061603062,1.14187534798892
-0.879157830611273,0,0.25,0.652791209833867,1.42701213602535,1.53802381040714,2.80278494506372
-0.477504474946595,0,0.25,-1.43614066163451,1.42701213602535,0.439435374402041,-0.519034249085875
2.11982531251734,0,0.25,-1.43614066163451,1.42701213602535,-0.659153061603062,-0.519034249085875
-0.273750069356572,-1.36930639376292,0.25,0.652791209833867,-0.356753034006338,0.439435374402041,1.14187534798892
0.911780684672396,0,0.25,0.652791209833867,-0.356753034006338,-1.75774149760816,-0.519034249085875
-0.212380968180474,0,0.25,0.652791209833867,-0.356753034006338,0.439435374402041,-0.519034249085875
-0.431235843926099,0,0.25,0.652791209833867,-0.356753034006338,-0.659153061603062,-0.519034249085875
-1.06000621729316,0,0.25,0.652791209833867,-0.356753034006338,0.439435374402041,-0.519034249085875
NA,NA,NA,NA,NA,NA,NA
0.147684647475091,1.36930639376292,0.25,0.652791209833867,-0.356753034006338,0.439435374402041,-0.519034249085875
0.970633316241843,1.36930639376292,0.25,-1.43614066163451,1.42701213602535,1.53802381040714,-0.519034249085875
0.830699939783876,-1.36930639376292,0.25,-1.43614066163451,-0.356753034006338,-1.75774149760816,-0.519034249085875
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
