"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num"
-1.14199678893702,0.924000150318695,0.904616574416158,0.770706447012638,-0.644200865528941
NA,NA,NA,NA,NA
1.3566297784078,0.924000150318695,-1.12172455227604,-0.366085562331003,-0.644200865528941
0.050538294970559,-0.279348882654489,-1.12172455227604,-0.366085562331003,0.411572775199045
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.399218703855776,-1.48269791562767,0.904616574416158,-1.50287757167464,-1.69997450625693
NA,NA,NA,NA,NA
0.107604651571849,0.924000150318695,0.904616574416158,-0.366085562331003,0.411572775199045
NA,NA,NA,NA,NA
1.78207470905684,0.924000150318695,-1.12172455227604,-0.366085562331003,-0.644200865528941
0.950366861529636,0.924000150318695,0.904616574416158,-0.366085562331003,-0.644200865528941
0.817489213945965,-0.279348882654489,-1.12172455227604,-1.50287757167464,-1.69997450625693
-0.870032281399763,-1.48269791562767,-1.12172455227604,-0.366085562331003,-0.644200865528941
-0.196126540579272,-0.279348882654489,0.904616574416158,0.770706447012638,0.411572775199045
1.27276174499604,-0.279348882654489,0.904616574416158,-0.366085562331003,-0.644200865528941
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.26793338793706,0.924000150318695,-1.12172455227604,-0.366085562331003,-1.69997450625693
1.47331272113422,0.924000150318695,-1.12172455227604,-0.366085562331003,0.411572775199045
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.88879056901654,0.924000150318695,-1.12172455227604,-1.50287757167464,-0.644200865528941
-0.96085215615943,-1.48269791562767,0.904616574416158,1.90749845635628,0.411572775199045
0.462659731904785,0.924000150318695,0.229169532185427,-1.50287757167464,-1.69997450625693
0.681349664190477,2.12734918329188,-1.12172455227604,-0.366085562331003,0.411572775199045
1.13033049417009,-0.279348882654489,-1.12172455227604,-0.366085562331003,-0.644200865528941
-1.80199628659028,-1.48269791562767,0.904616574416158,-0.366085562331003,0.411572775199045
NA,NA,NA,NA,NA
0.284070472661162,NA,NA,1.90749845635628,1.46734641592703
1.30315022703961,0.924000150318695,0.904616574416158,-0.366085562331003,-0.644200865528941
NA,NA,NA,NA,NA
-1.4358301443788,-1.48269791562767,0.904616574416158,-1.50287757167464,-0.644200865528941
-1.41159156865116,-1.48269791562767,0.904616574416158,1.90749845635628,0.411572775199045
-0.841905226158895,-0.279348882654489,-1.12172455227604,1.90749845635628,1.46734641592703
-1.36968463296721,-0.279348882654489,0.904616574416158,1.90749845635628,1.46734641592703
1.82687995997246,-1.48269791562767,-1.12172455227604,-0.366085562331003,-1.69997450625693
-1.38880473407807,NA,NA,0.770706447012638,1.46734641592703
-0.454452985495309,0.924000150318695,0.904616574416158,0.770706447012638,0.411572775199045
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.535444617619888,0.924000150318695,0.904616574416158,1.90749845635628,0.411572775199045
0.263336190398765,-1.48269791562767,0.904616574416158,-0.366085562331003,-0.644200865528941
-0.487867391129444,2.12734918329188,-1.12172455227604,-1.50287757167464,1.46734641592703
-1.02982378212241,-1.48269791562767,-1.12172455227604,1.90749845635628,0.411572775199045
1.22324801783149,0.924000150318695,0.904616574416158,0.770706447012638,-0.644200865528941
-0.420645328360372,-0.279348882654489,0.904616574416158,1.90749845635628,1.46734641592703
-2.22631437914606,-1.48269791562767,0.904616574416158,-0.366085562331003,1.46734641592703
NA,NA,NA,NA,NA
0.739037454123041,0.924000150318695,-1.12172455227604,-0.366085562331003,-1.69997450625693
0.297067771545337,-0.279348882654489,0.904616574416158,-0.366085562331003,-0.644200865528941
0.106256067427592,-0.279348882654489,0.904616574416158,-0.366085562331003,-0.644200865528941
0.50939119547425,-0.279348882654489,-1.12172455227604,0.770706447012638,-0.644200865528941
0.343194525583275,-0.279348882654489,-1.12172455227604,0.770706447012638,-0.644200865528941
1.45029122281655,0.924000150318695,-1.12172455227604,-0.366085562331003,1.46734641592703
-0.215456807951493,0.924000150318695,0.904616574416158,-0.366085562331003,1.46734641592703
0.0865441744788089,-0.279348882654489,-0.446277510045304,0.770706447012638,0.411572775199045
-0.941310453823792,0.924000150318695,0.904616574416158,-0.366085562331003,0.411572775199045
NA,NA,NA,NA,NA
0.430265155112852,-0.279348882654489,-1.12172455227604,-1.50287757167464,1.46734641592703
-0.814021853980819,-0.279348882654489,0.904616574416158,-0.366085562331003,-0.644200865528941
-0.242736808502022,-0.279348882654489,-1.12172455227604,0.770706447012638,0.411572775199045
-0.181522811159713,0.924000150318695,-1.12172455227604,-1.50287757167464,0.411572775199045
NA,NA,NA,NA,NA
0.56912378710135,0.924000150318695,-1.12172455227604,-0.366085562331003,-0.644200865528941
