"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num"
-0.367086863847474,1.67530677986236,-0.500835422470633,-0.693670235826803,0.277350098112614,1.73205080756888,-0.0744529196912674,-1.15600405774638,-0.801336675953013,-0.192153784566104
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.27398132789076,-1.2285583052324,0.801336675953013,0.594574487851546,0.277350098112614,0,-0.89343503629521,0.105091277976944,-0.801336675953013,-1.44115338424578
0.830213123051959,-1.2285583052324,0.801336675953013,0.594574487851546,0.277350098112614,0,0.744529196912675,0.105091277976944,-0.801336675953013,1.05684581511358
0.60700065713276,-1.2285583052324,0.801336675953013,0.594574487851546,0.277350098112614,0,0.744529196912675,-1.15600405774638,-0.801336675953013,-1.44115338424578
2.02931955764637,-1.2285583052324,-0.500835422470633,-0.693670235826803,0.277350098112614,-0.866025403784439,0.744529196912675,1.36618661370027,-0.801336675953013,1.05684581511358
1.11259271563764,0.223374237314982,-1.80300752089428,-1.98191495950515,-3.32820117735137,-0.866025403784439,0.744529196912675,0.105091277976944,0.500835422470633,1.05684581511358
0.572930257045475,0.223374237314982,-0.500835422470633,0.594574487851546,0.277350098112614,NA,NA,1.36618661370027,1.80300752089428,1.05684581511358
-0.745068722662399,1.67530677986236,0.801336675953013,0.594574487851546,0.277350098112614,1.73205080756888,0.744529196912675,1.36618661370027,1.80300752089428,1.05684581511358
-0.867341303004388,0.223374237314982,0.801336675953013,0.594574487851546,0.277350098112614,NA,-1.71241715289915,-1.15600405774638,0.500835422470633,-0.192153784566104
-1.01336997798796,0.223374237314982,-0.500835422470633,0.594574487851546,0.277350098112614,-0.866025403784439,-1.71241715289915,0.105091277976944,0.500835422470633,-0.192153784566104
-1.31810990395249,0.223374237314982,0.801336675953013,0.594574487851546,0.277350098112614,NA,NA,-1.15600405774638,0.500835422470633,-0.192153784566104
-0.136337363457155,0.223374237314982,-1.80300752089428,-1.98191495950515,0.277350098112614,-0.866025403784439,0.744529196912675,NA,-0.801336675953013,-1.44115338424578
-0.978723503493098,0.223374237314982,0.801336675953013,0.594574487851546,0.277350098112614,0,-0.0744529196912674,0.105091277976944,-0.801336675953013,-0.192153784566104
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
