"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22e_num"
-1.00736195507574,0.497976617193871,-0.0416125189288239,-0.984250984251476,1.04796352923416,-0.308606699924184
-0.0875162537370488,0.497976617193871,-1.41482564358001,-0.984250984251476,-1.06935054003486,-0.308606699924184
-0.785875336861028,0.497976617193871,-0.0416125189288239,-0.196850196850295,-0.363579183611852,0.77151674981046
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.25649976202919,0.497976617193871,-1.41482564358001,-0.196850196850295,1.04796352923416,0.77151674981046
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.332806905345447,0.497976617193871,1.33160060572237,-0.984250984251476,-1.06935054003486,-0.308606699924184
-0.0301388692062611,0.497976617193871,-0.0416125189288239,1.37795137795207,1.04796352923416,-0.308606699924184
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.25741666734679,0.497976617193871,-1.41482564358001,1.37795137795207,-1.06935054003486,-0.308606699924184
0.503213698231103,0.497976617193871,-0.0416125189288239,1.37795137795207,-1.06935054003486,-0.308606699924184
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.147619468302153,0.497976617193871,1.33160060572237,1.37795137795207,-1.06935054003486,-1.38873014965883
1.29932676410001,-1.0864944375139,1.33160060572237,-0.984250984251476,-1.06935054003486,-0.308606699924184
1.73126028897464,0.497976617193871,1.33160060572237,1.37795137795207,0.342192172811154,-0.308606699924184
-0.489641129081249,0.497976617193871,1.33160060572237,-0.196850196850295,1.04796352923416,-0.308606699924184
NA,NA,NA,NA,NA,NA
1.15292094416908,0.497976617193871,1.33160060572237,1.37795137795207,-1.06935054003486,0.77151674981046
0.000332863018407272,0.497976617193871,-0.0416125189288239,-0.196850196850295,1.04796352923416,-1.38873014965883
NA,NA,NA,NA,NA,NA
-0.0359696233851837,-1.0864944375139,-1.41482564358001,-0.196850196850295,-0.363579183611852,-0.308606699924184
NA,NA,NA,NA,NA,NA
-0.617190540427901,-2.67096549222167,-0.0416125189288239,NA,-1.06935054003486,-0.308606699924184
0.26559061191369,0.497976617193871,-0.0416125189288239,1.37795137795207,-1.06935054003486,-0.308606699924184
0.449773523974589,0.497976617193871,-0.0416125189288239,0.590550590550886,-1.06935054003486,-1.38873014965883
-0.399888552724618,0.497976617193871,-0.0416125189288239,-0.984250984251476,0.342192172811154,1.8516401995451
0.184108346191652,0.497976617193871,1.33160060572237,1.37795137795207,1.04796352923416,-1.38873014965883
-1.02918897058891,0.497976617193871,-0.0416125189288239,0.590550590550886,1.04796352923416,0.77151674981046
NA,NA,NA,NA,NA,NA
-1.90307143453951,0.497976617193871,-1.41482564358001,-0.984250984251476,1.04796352923416,1.8516401995451
-1.18495700821247,0.497976617193871,-0.0416125189288239,-0.984250984251476,1.04796352923416,-1.38873014965883
1.67895661289953,-1.0864944375139,-0.0416125189288239,1.37795137795207,1.04796352923416,-0.308606699924184
0.815274272509103,-1.0864944375139,-0.0416125189288239,-0.196850196850295,-1.06935054003486,-1.38873014965883
NA,NA,NA,NA,NA,NA
-0.431114084462353,0.497976617193871,-1.41482564358001,-0.984250984251476,-1.06935054003486,1.8516401995451
1.96164562509134,0.497976617193871,NA,NA,NA,-0.308606699924184
-0.400523599967373,0.497976617193871,-1.41482564358001,-0.984250984251476,0.342192172811154,-0.308606699924184
-0.258792293173909,-2.67096549222167,NA,NA,NA,0.77151674981046
-0.7081917272609,0.497976617193871,-0.0416125189288239,-0.984250984251476,1.04796352923416,0.77151674981046
-1.11500761239244,0.497976617193871,-0.0416125189288239,-0.984250984251476,1.04796352923416,-0.308606699924184
1.4135174008556,-1.0864944375139,1.33160060572237,-0.984250984251476,-1.06935054003486,-0.308606699924184
1.2916073943537,0.497976617193871,-0.0416125189288239,-0.196850196850295,1.04796352923416,1.8516401995451
-1.88522616140198,0.497976617193871,1.33160060572237,-0.984250984251476,1.04796352923416,1.8516401995451
NA,NA,NA,NA,NA,NA
0.65561686194481,-2.67096549222167,-1.41482564358001,0.590550590550886,-1.06935054003486,-0.308606699924184
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
