"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.185476720138812,0.664959120554958,-0.593855686848672,-1.43236578167827,-0.659153061603062,-1.82310132600884,-0.542391797490958,0.432292813278176,-1.24728276093045,0.828078671210825,-0.267431852361918
-0.184066057108988,0.664959120554958,-0.593855686848672,-0.42970973450348,-0.659153061603062,-0.825555317437966,-0.542391797490958,-1.98854694107961,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.185605960076685,0.664959120554958,-0.593855686848672,0.572946312671307,0.933800170604338,1.16953669970379,-0.542391797490958,-1.98854694107961,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.187633165591166,-0.824549309488148,0.554265307725427,0.572946312671307,0.933800170604338,1.16953669970379,0.723189063321277,0.432292813278176,-1.24728276093045,0.828078671210825,-0.267431852361918
-0.185563449783867,0.664959120554958,-0.593855686848672,-1.43236578167827,-0.659153061603062,-0.825555317437966,-0.542391797490958,0.432292813278176,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.186415455345496,-1.5693035245097,-0.593855686848672,-0.42970973450348,-0.659153061603062,-0.825555317437966,0.723189063321277,0.432292813278176,0.340168025708305,-0.621059003408119,-0.267431852361918
5.19946771669453,0.664959120554958,-0.593855686848672,-0.42970973450348,-0.659153061603062,1.16953669970379,-0.542391797490958,-0.778127063900717,-1.24728276093045,-0.621059003408119,-0.267431852361918
-0.185531423275983,0.664959120554958,-0.593855686848672,-0.42970973450348,0.933800170604338,1.16953669970379,-0.542391797490958,0.432292813278176,-1.24728276093045,0.828078671210825,-0.267431852361918
-0.186313607456474,-1.5693035245097,1.70238630229953,1.5756023598461,0.933800170604338,1.16953669970379,0.723189063321277,0.432292813278176,0.340168025708305,2.27721634582977,3.61033000688589
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.185051035270583,0.664959120554958,-0.593855686848672,-0.42970973450348,-0.659153061603062,0.17199069113291,-0.542391797490958,0.432292813278176,-1.24728276093045,-0.621059003408119,-0.267431852361918
-0.185039293288471,0.664959120554958,-0.593855686848672,-0.42970973450348,-2.25210629381046,0.17199069113291,-1.80797265830319,0.432292813278176,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.186061290121477,0.664959120554958,0.554265307725427,-0.42970973450348,0.933800170604338,1.16953669970379,1.98876992413351,0.432292813278176,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.186120026962523,-0.824549309488148,-0.593855686848672,-0.42970973450348,-0.659153061603062,-0.825555317437966,-0.542391797490958,-0.778127063900717,0.340168025708305,-0.621059003408119,-0.267431852361918
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.186398077283463,-1.5693035245097,1.70238630229953,1.5756023598461,0.933800170604338,1.16953669970379,0.723189063321277,0.432292813278176,0.340168025708305,-0.621059003408119,-0.267431852361918
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.184928353425551,-1.5693035245097,0.554265307725427,-0.42970973450348,-0.659153061603062,-0.825555317437966,0.723189063321277,0.432292813278176,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.185685198795478,0.664959120554958,-1.74197668142277,-1.43236578167827,0.933800170604338,1.16953669970379,-1.80797265830319,-1.98854694107961,0.340168025708305,-0.621059003408119,-0.267431852361918
-0.186767875063367,0.664959120554958,-0.593855686848672,1.5756023598461,0.933800170604338,-0.825555317437966,0.723189063321277,0.432292813278176,1.92761881234706,2.27721634582977,3.61033000688589
-0.185459856412849,-1.5693035245097,0.554265307725427,-0.42970973450348,-0.659153061603062,-0.825555317437966,0.723189063321277,-0.778127063900717,-1.24728276093045,-0.621059003408119,-0.267431852361918
-0.185735465986326,NA,-0.593855686848672,-0.42970973450348,-2.25210629381046,-0.825555317437966,NA,NA,NA,NA,-0.267431852361918
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
