"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21c_num","TX_RESP_Q23f_num"
-1.26551449300095,0.974679434480897,-0.104746297470869,0.152409985619738
0.0309368014125764,0.974679434480897,-0.104746297470869,0.152409985619738
-2.13094515441774,0.974679434480897,1.04746297470869,0.152409985619738
0.18098997055768,-0.974679434480897,-0.104746297470869,0.152409985619738
NA,NA,NA,NA
0.0831481497743924,0.974679434480897,-1.25695556965043,1.75271483462698
-1.01318584475346,NA,-0.104746297470869,-1.44789486338751
-0.067375477885007,0.974679434480897,1.04746297470869,0.152409985619738
-0.430680547088632,NA,1.04746297470869,0.152409985619738
NA,NA,NA,NA
1.62626085349961,-0.974679434480897,1.04746297470869,0.152409985619738
1.05485909021028,-0.974679434480897,-1.25695556965043,0.152409985619738
-0.406696298972852,0.974679434480897,1.04746297470869,0.152409985619738
NA,NA,NA,NA
-0.329883912186906,0.974679434480897,-0.104746297470869,0.152409985619738
0.708103885148677,0.974679434480897,-1.25695556965043,NA
0.423154615643303,-0.974679434480897,-0.104746297470869,0.152409985619738
0.506339929136486,NA,NA,NA
NA,NA,NA,NA
0.377743640912908,-0.974679434480897,-2.40916484182999,0.152409985619738
-0.527404964742361,-0.974679434480897,1.04746297470869,-3.04819971239475
-1.76426788416154,-0.974679434480897,-0.104746297470869,-1.44789486338751
0.313974031227366,0.974679434480897,-0.104746297470869,0.152409985619738
NA,NA,NA,NA
-0.293641489204938,0.974679434480897,-0.104746297470869,0.152409985619738
0.625632882275554,-0.974679434480897,-1.25695556965043,0.152409985619738
-0.0509131253911303,-0.974679434480897,1.04746297470869,1.75271483462698
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
2.34936534200668,-0.974679434480897,1.04746297470869,0.152409985619738
