"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.10412161806836,1.05409255338946,1.41421356237309,-2.35702260395516,1.41421356237309,-0.933333333333333,1.51185789203691,-0.611775290321498,0.14213381090374,-1.33333333333333,0.843274042711568,0.14213381090374,0.629940788348712,1.16666666666667,1.05409255338946,-0.471404520791032
-0.167808512249775,-0.843274042711568,-1.41421356237309,0.471404520791032,1.41421356237309,-0.933333333333333,-0.755928946018454,0.764719112901872,-1.13707048722992,-1.33333333333333,0.843274042711568,1.4213381090374,1.76383420737639,-0.333333333333333,1.05409255338946,-0.471404520791032
-1.29104630148175,1.05409255338946,-1.41421356237309,0.471404520791032,0,0.266666666666667,-0.755928946018454,-0.611775290321498,-1.13707048722992,0.666666666666667,-1.05409255338946,0.14213381090374,0.629940788348712,-1.83333333333333,-0.843274042711568,2.35702260395516
-0.535770665954913,1.05409255338946,1.41421356237309,0.471404520791032,-1.41421356237309,1.46666666666667,0,-1.98826969354487,1.4213381090374,0.666666666666667,0.843274042711568,-1.13707048722992,-0.50395263067897,-0.333333333333333,-0.843274042711568,0.942809041582063
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.821338470912351,1.05409255338946,0,0.471404520791032,0,1.46666666666667,-0.755928946018454,-0.611775290321498,0.14213381090374,0.666666666666667,-1.05409255338946,-1.13707048722992,-1.63784604970665,1.16666666666667,1.05409255338946,-0.471404520791032
0.661909533682318,-0.843274042711568,0,0.471404520791032,0,-0.933333333333333,-0.755928946018454,0.764719112901872,0.14213381090374,0.666666666666667,0.843274042711568,1.4213381090374,0.629940788348712,-0.333333333333333,1.05409255338946,-0.471404520791032
-0.525963828445908,-0.843274042711568,0,0.471404520791032,-1.41421356237309,-0.933333333333333,-0.755928946018454,0.764719112901872,-1.13707048722992,0.666666666666667,-1.05409255338946,-1.13707048722992,-0.50395263067897,-0.333333333333333,-0.843274042711568,-0.471404520791032
0.421129082619976,-0.843274042711568,0,0.471404520791032,0,0.266666666666667,0.755928946018454,0.764719112901872,1.4213381090374,0.666666666666667,-1.05409255338946,0.14213381090374,-0.50395263067897,-0.333333333333333,-0.843274042711568,-0.471404520791032
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.154767544674032,-0.843274042711568,0,-0.942809041582063,0,0.266666666666667,1.51185789203691,0.764719112901872,0.14213381090374,-1.33333333333333,0.843274042711568,0.14213381090374,-0.50395263067897,1.16666666666667,-0.843274042711568,-0.471404520791032
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
