"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23e_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-1.149093647486,1.13707048722992,1.92450089729875,1.24762933091861,-0.49147318718299,1.11832284910577,1.07299384409869,1,-1.92450089729875,-2.3094010767585,-2.27500049233915,-2.33333333333333
-0.851860009514088,1.13707048722992,-0.384900179459751,-1.05568635693113,1.27783028667577,1.11832284910577,1.07299384409869,1,-0.769800358919501,0,-0.11973686801785,-0.333333333333333
-1.05762407566146,-1.4213381090374,0.769800358919501,-0.287914460981218,2.16248202360516,0.20333142711014,0.214598768819738,0,0.384900179459751,0,-0.11973686801785,0.666666666666667
-0.908697686206062,1.13707048722992,0.769800358919501,1.24762933091861,-0.49147318718299,-1.62665141688112,NA,-1,0.384900179459751,0,-0.11973686801785,-0.333333333333333
1.3565913112973,-1.4213381090374,-0.384900179459751,0.479857434968697,-0.49147318718299,-0.711659994885488,-0.643796306459214,-1,0.384900179459751,1.15470053837925,-0.11973686801785,0.666666666666667
0.597697270163223,-0.14213381090374,-1.539600717839,-1.05568635693113,-0.49147318718299,-0.711659994885488,-0.643796306459214,-1,0.384900179459751,0,0.957894944142799,0.666666666666667
0.11910251457179,-0.14213381090374,-0.384900179459751,0.479857434968697,-0.49147318718299,1.11832284910577,1.07299384409869,1,1.539600717839,1.15470053837925,0.957894944142799,0.666666666666667
0.994121645290732,-0.14213381090374,-0.384900179459751,NA,-0.49147318718299,-0.711659994885488,-0.643796306459214,-1,0.384900179459751,0,-0.11973686801785,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.899762677544575,-0.14213381090374,-0.384900179459751,-1.05568635693113,-0.49147318718299,0.20333142711014,-1.50219138173817,1,-0.769800358919501,0,0.957894944142799,0.666666666666667
