"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
0.595049203294779,-0.49147318718299,-0.544331053951817,1.11832284910577,1.07299384409869,-2,-1.62665141688112,-1.76383420737639,-0.333333333333333
-0.674772333037448,1.27783028667577,1.08866210790363,1.11832284910577,1.07299384409869,0,-0.711659994885488,0.50395263067897,-0.333333333333333
-1.80509835398527,2.16248202360516,0.272165526975909,0.20333142711014,0.214598768819738,1,1.11832284910577,0.50395263067897,-0.333333333333333
-0.0561398398877113,-0.49147318718299,-1.36082763487954,-1.62665141688112,NA,0,0.20333142711014,0.50395263067897,-0.333333333333333
1.80454912656978,-0.49147318718299,-1.36082763487954,-0.711659994885488,-0.643796306459214,-1,-0.711659994885488,0.50395263067897,-0.333333333333333
-0.135213427925772,-0.49147318718299,-0.544331053951817,-0.711659994885488,-0.643796306459214,0,0.20333142711014,-0.629940788348712,-0.333333333333333
-0.32744959131552,-0.49147318718299,1.08866210790363,1.11832284910577,1.07299384409869,1,1.11832284910577,1.63784604970665,-0.333333333333333
-0.129250207395682,-0.49147318718299,0.272165526975909,-0.711659994885488,-0.643796306459214,0,-0.711659994885488,-0.629940788348712,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.728325423682838,-0.49147318718299,1.08866210790363,0.20333142711014,-1.50219138173817,1,1.11832284910577,-0.629940788348712,2.66666666666667
