"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21d_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num"
0.329378279853289,0.582251638779446,NA,-0.949210002984984,-0.572473866413418
0.222467619536116,-3.22884999686784,-1.69411590521044,0.401588847416724,-0.572473866413418
-0.897337068498108,0.582251638779446,0.592940566823655,-0.949210002984984,-0.572473866413418
0.0556751030663811,0.582251638779446,-1.69411590521044,-2.30000885338669,-0.572473866413418
NA,NA,NA,NA,NA
0.0568782858068515,0.582251638779446,-0.169411590521045,0.401588847416724,0.673498666368727
0.46660993552199,0.582251638779446,0.592940566823655,-0.949210002984984,0.673498666368727
-0.785525557271006,-1.3232991790442,0.592940566823655,0.401588847416724,0.673498666368727
3.47213913667201,0.582251638779446,-1.69411590521044,1.75238769781843,-1.81844639919556
-0.665516636362161,0.582251638779446,0.592940566823655,1.75238769781843,1.91947119915087
0.0113778475967786,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
-0.925650019927543,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
0.317346355480287,0.582251638779446,0.592940566823655,0.401588847416724,-0.572473866413418
-1.07007102701121,0.582251638779446,0.592940566823655,-0.949210002984984,0.673498666368727
0.345401856057373,-1.3232991790442,-1.69411590521044,1.75238769781843,-0.572473866413418
-0.144313591753108,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
1.81287486591685,-1.3232991790442,-1.69411590521044,-0.949210002984984,-0.572473866413418
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.281763377626088,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
-0.015038185589205,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
-0.801686004238966,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
-0.174915043687577,0.582251638779446,0.592940566823655,-0.949210002984984,-0.572473866413418
0.0211334652292232,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
-0.503474572959796,0.582251638779446,0.592940566823655,-0.949210002984984,1.91947119915087
0.0936379766747547,0.582251638779446,0.592940566823655,0.401588847416724,0.673498666368727
-0.797530379002491,0.582251638779446,0.592940566823655,0.401588847416724,-0.572473866413418
-0.819401919802984,0.582251638779446,0.592940566823655,-0.949210002984984,0.673498666368727
1.76543685550105,-1.3232991790442,0.592940566823655,1.75238769781843,-1.81844639919556
NA,NA,NA,NA,NA
-0.0336605608774254,NA,0.592940566823655,-0.949210002984984,0.673498666368727
-0.102426774433296,0.582251638779446,0.592940566823655,0.401588847416724,-1.81844639919556
0.731763392529491,-1.3232991790442,-1.69411590521044,1.75238769781843,0.673498666368727
-2.25378308920993,0.582251638779446,0.592940566823655,-0.949210002984984,-0.572473866413418
NA,NA,NA,NA,NA
0.529501106082011,-1.3232991790442,-1.69411590521044,0.401588847416724,-1.81844639919556
-1.35188489957225,-1.3232991790442,-1.69411590521044,-0.949210002984984,0.673498666368727
0.59123243873433,0.582251638779446,-1.69411590521044,0.401588847416724,-0.572473866413418
0.44880323338151,-1.3232991790442,0.592940566823655,-0.949210002984984,-1.81844639919556
0.171052817682124,-1.3232991790442,0.592940566823655,-0.949210002984984,0.673498666368727
-1.0040214532733,0.582251638779446,0.592940566823655,-0.949210002984984,0.673498666368727
1.18528958977401,0.582251638779446,0.592940566823655,0.401588847416724,-0.572473866413418
