"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num"
-1.14448805462377,1.8193364797046,1.05274737094282,0.582251638779446,-1.20494709151409,NA,0.780014343370836,-0.032449977704169,-0.664922075622151
0.917868883440513,0.355957137333509,-0.389906433682527,-3.22884999686784,-3.06257385759832,-1.69411590521044,-1.84367026614925,-1.23309915275841,-0.664922075622151
-1.40786183004169,0.355957137333509,-0.389906433682527,0.582251638779446,0.652679674570133,0.592940566823655,0.780014343370836,1.16819919735008,0.782261265437824
0.694545722400803,1.8193364797046,-1.83256023830788,0.582251638779446,0.652679674570133,-1.69411590521044,-1.84367026614925,-1.23309915275841,-2.11210541668212
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.398013949100559,0.355957137333509,-0.389906433682527,0.582251638779446,0.652679674570133,-0.169411590521045,-0.531827961389206,-0.032449977704169,0.782261265437824
0.303317700461395,0.355957137333509,1.05274737094282,0.582251638779446,0.652679674570133,0.592940566823655,-0.531827961389206,-1.23309915275841,-0.664922075622151
0.671057364040867,-1.10742220503759,-1.83256023830788,-1.3232991790442,-1.20494709151409,0.592940566823655,-0.531827961389206,-0.032449977704169,0.782261265437824
0.463039650721857,-1.10742220503759,-0.389906433682527,0.582251638779446,-1.20494709151409,-1.69411590521044,-1.84367026614925,-1.23309915275841,-0.664922075622151
-1.41483225143568,1.8193364797046,1.05274737094282,0.582251638779446,0.652679674570133,0.592940566823655,2.09185664813088,1.16819919735008,0.782261265437824
-1.23065151214291,0.355957137333509,1.05274737094282,0.582251638779446,0.652679674570133,0.592940566823655,0.780014343370836,1.16819919735008,0.782261265437824
-2.95055787288136,0.355957137333509,1.05274737094282,0.582251638779446,0.652679674570133,0.592940566823655,-0.531827961389206,-0.032449977704169,0.782261265437824
-0.134600638826342,1.8193364797046,1.05274737094282,0.582251638779446,0.652679674570133,0.592940566823655,2.09185664813088,1.16819919735008,0.782261265437824
0.485651000710117,-1.10742220503759,-0.389906433682527,0.582251638779446,0.652679674570133,0.592940566823655,-0.531827961389206,-1.23309915275841,-0.664922075622151
