"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q23b_num"
0.00101516054854166,1.84106115401947,2.20686500823158,0.929320377284585,0.273617086747936
0.179879156179672,0.758084004596253,0.245207223136842,0.929320377284585,0.273617086747936
1.08678813869291,0.758084004596253,2.20686500823158,0,0.273617086747936
-0.290196169921613,-1.40787029425018,-0.735621669410526,0.929320377284585,0.273617086747936
1.22775161765218,0.758084004596253,-0.735621669410526,0,0.273617086747936
-0.139347951781187,-0.324893144826965,-0.735621669410526,-0.929320377284585,-1.23127689036571
-1.45813401440733,-0.324893144826965,0.245207223136842,0,0.273617086747936
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.25479640924302,NA,NA,NA,1.77851106386159
0.777835310797479,-0.324893144826965,1.22603611568421,0.929320377284585,-1.23127689036571
0.777954042549038,-0.324893144826965,1.22603611568421,0.929320377284585,-1.23127689036571
1.47969361393939,1.84106115401947,0.245207223136842,0.929320377284585,-1.23127689036571
-0.00172518668170139,-0.324893144826965,-0.735621669410526,-1.85864075456917,0.273617086747936
0.158271285067752,0.758084004596253,-0.735621669410526,0.929320377284585,1.77851106386159
0.732468908653657,0.758084004596253,0.245207223136842,-1.85864075456917,0.273617086747936
0.161195747636991,-1.40787029425018,0.245207223136842,-0.929320377284585,-1.23127689036571
-2.51387662565131,-1.40787029425018,-0.735621669410526,-0.929320377284585,0.273617086747936
-0.673619838398557,0.758084004596253,-0.735621669410526,-0.929320377284585,0.273617086747936
-0.386741841510069,-1.40787029425018,-0.735621669410526,-0.929320377284585,0.273617086747936
0.228364791334867,-0.324893144826965,-0.735621669410526,0.929320377284585,1.77851106386159
-1.43144971313444,NA,NA,NA,0.273617086747936
1.20199455251374,-0.324893144826965,-0.735621669410526,0.929320377284585,-1.23127689036571
0.136675425163006,-0.324893144826965,-0.735621669410526,0,-1.23127689036571
