"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q23a_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA
0.872096674566749,-0.328105913278025,-0.468718433280546,-2.15228790693147,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.397183408939008,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.0689695865700612,3.24004589362049,-0.468718433280546,0.782650147975078,-0.252773660270551
-0.725824665412723,NA,-0.468718433280546,0.782650147975078,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.28530737204042,-0.328105913278025,-0.468718433280546,-0.684818879478194,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.472343647050961,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
0.600779201096899,-0.328105913278025,-0.468718433280546,-0.684818879478194,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.298055011069281,-0.328105913278025,-0.468718433280546,-0.684818879478194,-0.252773660270551
0.0501615811045777,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
NA,NA,NA,NA,NA
0.329737546398863,NA,0.937436866561092,-2.15228790693147,NA
-0.463933244174612,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.253577754597506,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-2.02864806152359,2.05066195798765,-0.468718433280546,0.782650147975078,-0.252773660270551
0.280035438078092,-0.328105913278025,-3.28102903296382,-0.684818879478194,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.924429109396105,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
0.193704756887772,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
-0.00805974950830738,-0.328105913278025,0.937436866561092,-0.684818879478194,-0.252773660270551
NA,NA,NA,NA,NA
-0.790086530003156,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
0.516905787401488,-0.328105913278025,-0.468718433280546,-2.15228790693147,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.512322967229443,3.24004589362049,0.937436866561092,0.782650147975078,-0.252773660270551
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.241115843391932,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
0.26310030265506,-0.328105913278025,-0.468718433280546,-0.684818879478194,-0.252773660270551
0.815194038874261,-0.328105913278025,-0.468718433280546,0.782650147975078,-0.252773660270551
0.642576729769486,-0.328105913278025,-1.87487373312218,-0.684818879478194,-0.252773660270551
-3.99332497084491,-0.328105913278025,NA,NA,4.63418377162677
0.232939217047967,-0.328105913278025,-0.468718433280546,0.782650147975078,-0.252773660270551
-0.453033590433349,-0.328105913278025,-0.468718433280546,-0.684818879478194,2.19070505567811
0.0511465044486397,-0.328105913278025,-0.468718433280546,-0.684818879478194,-0.252773660270551
0.973785626231513,-0.328105913278025,-0.468718433280546,-0.684818879478194,-0.252773660270551
NA,NA,NA,NA,NA
0.824374494664592,-0.328105913278025,-0.468718433280546,0.782650147975078,-0.252773660270551
NA,NA,NA,NA,NA
0.743727874836078,-0.328105913278025,0.937436866561092,0.782650147975078,-0.252773660270551
