"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q23g_num"
-1.14491004522304,-1.30569212921272,1.37457405393538,1.73584838237706,0.154161283028703
-0.134784333294894,-0.207446413052488,-0.859108783709611,-0.537868512849229,0.154161283028703
-0.148539327915842,-0.207446413052488,-0.859108783709611,-0.537868512849229,-1.04058866044375
NA,NA,NA,NA,NA
0.53568736032538,-0.207446413052488,NA,-0.537868512849229,0.154161283028703
0.0613982034187778,0.890799303107742,-0.859108783709611,-0.537868512849229,0.154161283028703
NA,NA,NA,NA,NA
0.496978576917809,-2.40393784537295,1.37457405393538,0.598989934763914,1.34891122650116
-0.310763630278797,0.890799303107742,-0.859108783709611,-0.537868512849229,-2.2353386039162
-1.0356173014529,-0.207446413052488,-0.859108783709611,-1.67472696046237,-2.2353386039162
NA,NA,NA,NA,NA
0.248145993182849,0.890799303107742,-1.9759502025321,-0.537868512849229,1.34891122650116
-1.53597883256927,-1.30569212921272,0.257732635112883,-0.537868512849229,0.154161283028703
0.774770480813162,-1.30569212921272,-0.859108783709611,0.598989934763914,0.154161283028703
0.785814073485749,0.890799303107742,-0.859108783709611,-0.537868512849229,-1.04058866044375
NA,NA,NA,NA,NA
-0.856618317331497,0.890799303107742,1.37457405393538,0.598989934763914,-1.04058866044375
NA,NA,NA,NA,NA
0.924901093470861,0.890799303107742,-0.859108783709611,-0.537868512849229,-1.04058866044375
NA,NA,NA,NA,NA
-0.889317725350564,0.890799303107742,0.257732635112883,-0.537868512849229,0.154161283028703
NA,NA,NA,NA,NA
0.338637770302923,0.890799303107742,-0.859108783709611,-0.537868512849229,-1.04058866044375
NA,NA,NA,NA,NA
1.52846466179084,0.890799303107742,-0.859108783709611,-0.537868512849229,-1.04058866044375
NA,NA,NA,NA,NA
-0.388647909045052,-0.207446413052488,-1.9759502025321,1.73584838237706,0.154161283028703
-1.16750462753767,-1.30569212921272,1.37457405393538,1.73584838237706,0.154161283028703
NA,NA,NA,NA,NA
-1.20028538616409,-1.30569212921272,-0.859108783709611,-0.537868512849229,0.154161283028703
0.513981223012563,-1.30569212921272,-0.859108783709611,-0.537868512849229,0.154161283028703
NA,NA,NA,NA,NA
0.548119295247609,0.890799303107742,0.257732635112883,-0.537868512849229,-2.2353386039162
0.0338946452853207,0.890799303107742,-0.859108783709611,-0.537868512849229,0.154161283028703
NA,NA,NA,NA,NA
0.303367201243997,-1.30569212921272,-0.859108783709611,-0.537868512849229,1.34891122650116
NA,NA,NA,NA,NA
0.150813129317903,0.890799303107742,-0.859108783709611,-0.537868512849229,-1.04058866044375
1.73859485436801,0.890799303107742,-1.9759502025321,-0.537868512849229,-1.04058866044375
-0.40249389122135,-0.207446413052488,0.257732635112883,-0.537868512849229,0.154161283028703
1.01582424058963,0.890799303107742,-0.859108783709611,-1.67472696046237,-2.2353386039162
0.412048737131113,0.890799303107742,0.257732635112883,1.73584838237706,0.154161283028703
-0.786531028947877,0.890799303107742,-0.859108783709611,-1.67472696046237,0.154161283028703
