"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num"
0.888733344365795,0.859268027750339,0.417898126702867,-2.13368200267183,0.950182135214156,-0.37302316011237,-0.538568034245775
1.30274673173231,-0.448313753608873,0.417898126702867,0.200032687750484,-0.122604146479246,-0.37302316011237,-0.538568034245775
0.760979833462601,0.859268027750339,0.417898126702867,1.36689003296164,0.950182135214156,-0.37302316011237,2.36141368861609
1.1734151985771,0.859268027750339,0.417898126702867,-0.966824657460672,-1.19539042817265,1.03617544475658,-0.538568034245775
-1.21608130236129,0.859268027750339,0.417898126702867,1.36689003296164,-0.122604146479246,-0.37302316011237,0.911422827185157
-0.449502888667799,-1.75589553496808,0.417898126702867,0.200032687750484,-0.122604146479246,1.03617544475658,2.36141368861609
2.23316700584767,0.859268027750339,0.417898126702867,-2.13368200267183,-1.19539042817265,-1.78222176498132,-0.538568034245775
0.572735409584012,0.859268027750339,0.417898126702867,-0.966824657460672,-0.122604146479246,-0.37302316011237,0.911422827185157
0.62733965805767,0.859268027750339,0.417898126702867,1.36689003296164,-1.19539042817265,-0.37302316011237,-0.538568034245775
2.25007067512375,0.859268027750339,0.417898126702867,-2.13368200267183,-1.19539042817265,-1.78222176498132,-0.538568034245775
-0.0494442960395435,0.859268027750339,0.417898126702867,0.200032687750484,0.950182135214156,1.03617544475658,-0.538568034245775
-1.19568568640457,-0.448313753608873,-1.41040617762218,1.36689003296164,2.02296841690756,1.03617544475658,0.911422827185157
0.688112165995399,-0.448313753608873,0.417898126702867,0.200032687750484,-0.122604146479246,-0.37302316011237,-0.538568034245775
-1.54709107916054,0.859268027750339,-3.23871048194722,-0.966824657460672,-1.19539042817265,-0.37302316011237,-1.98855889567671
0.689467902953166,0.859268027750339,0.417898126702867,0.200032687750484,0.950182135214156,1.03617544475658,-0.538568034245775
0.00653076873103728,-1.75589553496808,0.417898126702867,0.200032687750484,-0.122604146479246,-0.37302316011237,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
-0.0564805352213655,0.859268027750339,0.417898126702867,-0.966824657460672,-1.19539042817265,-0.37302316011237,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
-1.55457687339022,-1.75589553496808,-3.23871048194722,0.200032687750484,0.950182135214156,1.03617544475658,-0.538568034245775
-0.113558910971592,-0.448313753608873,0.417898126702867,0.200032687750484,-0.122604146479246,1.03617544475658,0.911422827185157
NA,NA,NA,NA,NA,NA,NA
-1.18190891064275,0.859268027750339,-1.41040617762218,0.200032687750484,2.02296841690756,-0.37302316011237,-0.538568034245775
0.344409814320681,0.859268027750339,0.417898126702867,0.200032687750484,-1.19539042817265,-1.78222176498132,-0.538568034245775
0.329662490543759,0.859268027750339,0.417898126702867,0.200032687750484,-0.122604146479246,-0.37302316011237,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
0.244767034723451,-1.75589553496808,0.417898126702867,-0.966824657460672,-1.19539042817265,-0.37302316011237,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.696645087941738,-0.448313753608873,0.417898126702867,-0.966824657460672,-0.122604146479246,-0.37302316011237,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
-1.60500020413602,-0.448313753608873,0.417898126702867,1.36689003296164,-1.19539042817265,1.03617544475658,0.911422827185157
NA,NA,NA,NA,NA,NA,NA
0.0599753836336945,-1.75589553496808,0.417898126702867,1.36689003296164,0.950182135214156,1.03617544475658,0.911422827185157
-0.111759629108302,-0.448313753608873,0.417898126702867,0.200032687750484,-0.122604146479246,-0.37302316011237,0.911422827185157
NA,NA,NA,NA,NA,NA,NA
-0.733706018847032,0.859268027750339,0.417898126702867,0.200032687750484,0.950182135214156,-0.37302316011237,0.911422827185157
0.251320519119059,0.859268027750339,0.417898126702867,0.200032687750484,-0.122604146479246,-1.78222176498132,-0.538568034245775
-0.995846978181917,-0.448313753608873,0.417898126702867,0.200032687750484,2.02296841690756,-0.37302316011237,0.911422827185157
-0.835096778164438,-0.448313753608873,-1.41040617762218,0.200032687750484,-0.122604146479246,2.44537404962553,0.911422827185157
NA,NA,NA,NA,NA,NA,NA
0.401133159806556,-0.448313753608873,0.417898126702867,-0.966824657460672,-0.122604146479246,1.03617544475658,-1.98855889567671
0.725901241839719,-0.448313753608873,0.417898126702867,0.200032687750484,-1.19539042817265,-0.37302316011237,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
0.240845614787898,0.859268027750339,0.417898126702867,0.200032687750484,-0.122604146479246,NA,-0.538568034245775
NA,NA,NA,NA,NA,NA,NA
-1.44892877396621,-1.75589553496808,-1.41040617762218,1.36689003296164,0.950182135214156,1.03617544475658,0.911422827185157
