"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.205064793484252,0.301511344577764,0,-0.109369659814952,-0.571720339929293,-0.688395100442577,0.301511344577764,-0.34687296754716,-0.943879807448539,-0.936281675898539,-1.40437353404017,-0.109369659814952,-1.12464311423107,1.68549965615811,-0.720749970156447,-0.301511344577763,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.23548572184481,1.95982373975546,0,1.09369659814952,-0.571720339929293,0.39336862882433,-1.35680105059994,-0.34687296754716,-0.943879807448539,-0.936281675898539,-0.438866729387554,-1.31243591777942,0.42174116783665,-0.16854996561581,-0.720749970156447,-0.301511344577763,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.11327554676302,0.301511344577764,0,1.09369659814952,-0.571720339929293,-1.77015882970948,-1.35680105059994,-0.34687296754716,2.02259958738973,1.35240686518678,-1.40437353404017,1.09369659814952,0.42174116783665,-0.16854996561581,-0.720749970156447,-0.301511344577763,-0.301511344577763
1.40821652130933,-1.35680105059994,0,-1.31243591777942,-0.571720339929293,0.39336862882433,0.301511344577764,2.19686212779868,0.539359889970594,1.35240686518678,1.49214687991768,1.09369659814952,1.96812544990437,-0.16854996561581,1.26131244777378,-0.301511344577763,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.343954192840623,0.301511344577764,0,-1.31243591777942,-0.571720339929293,0.39336862882433,0.301511344577764,-0.34687296754716,0.539359889970594,-0.936281675898539,0.526640075265064,-1.31243591777942,0.42174116783665,-0.16854996561581,1.26131244777378,-0.301511344577763,-0.301511344577763
1.32098265776637,0.301511344577764,0,-1.31243591777942,-0.571720339929293,1.47513235809124,1.95982373975546,0.92499458012576,0.539359889970594,0.20806259464412,1.49214687991768,1.09369659814952,0.42174116783665,1.68549965615811,1.26131244777378,-0.301511344577763,-0.301511344577763
-1.31568128173553,0.301511344577764,0,1.09369659814952,-0.571720339929293,-0.688395100442577,0.301511344577764,-0.34687296754716,-0.943879807448539,-0.936281675898539,-0.438866729387554,-0.109369659814952,-1.12464311423107,-2.02259958738973,-0.720749970156447,3.01511344577764,3.01511344577764
-0.461130773743425,0.301511344577764,-2.23606797749979,-0.109369659814952,-0.571720339929293,1.47513235809124,-1.35680105059994,-0.34687296754716,-0.943879807448539,0.20806259464412,-0.438866729387554,-0.109369659814952,-1.12464311423107,-0.16854996561581,1.26131244777378,-0.301511344577763,-0.301511344577763
0.778165231678456,-1.35680105059994,0,-0.109369659814952,1.78662606227904,-0.688395100442577,0.301511344577764,-1.61874051522008,0.539359889970594,0.20806259464412,0.526640075265064,1.09369659814952,-1.12464311423107,-0.16854996561581,-0.720749970156447,-0.301511344577763,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.8237775820929,0.301511344577764,2.23606797749979,1.09369659814952,1.00051059487626,0.39336862882433,0.301511344577764,0.92499458012576,0.539359889970594,1.35240686518678,0.526640075265064,-0.109369659814952,0.42174116783665,-0.16854996561581,-0.720749970156447,-0.301511344577763,-0.301511344577763
0.343450317564599,-1.35680105059994,0,-0.109369659814952,1.78662606227904,-0.688395100442577,0.301511344577764,-0.34687296754716,-0.943879807448539,-0.936281675898539,-0.438866729387554,-1.31243591777942,0.42174116783665,-0.16854996561581,-0.720749970156447,-0.301511344577763,-0.301511344577763
