"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
1.00637690742429,0.344728919832691,0.25,-1.85191484890503,-1.21731460137044,NA,3.75
0.637687488322064,0.344728919832691,0.25,1.63404251373973,0.173902085910063,0.159908649721357,-0.25
0.467762549596116,0.344728919832691,0.25,-0.108936167582649,-1.21731460137044,0.159908649721357,-0.25
0.052133544044103,0.344728919832691,2.91666666666667,-0.108936167582649,0.173902085910063,0.159908649721357,-0.25
-1.18940560003711,0.344728919832691,-1.08333333333333,1.63404251373973,0.173902085910063,-1.03940622318882,-0.25
-0.459405195696861,-1.493825319275,0.25,-0.108936167582649,1.56511877319057,1.35922352263154,-0.25
1.75583284998408,0.344728919832691,0.25,-0.108936167582649,0.173902085910063,0.159908649721357,-0.25
0.842905644074347,0.344728919832691,-1.08333333333333,-0.108936167582649,0.173902085910063,-2.238721096099,-0.25
1.20803157370994,0.344728919832691,0.25,-0.108936167582649,-1.21731460137044,-1.03940622318882,-0.25
-0.957150171658285,0.344728919832691,-1.08333333333333,-0.108936167582649,0.173902085910063,0.159908649721357,-0.25
-1.0427199366475,0.344728919832691,0.25,1.63404251373973,1.56511877319057,1.35922352263154,-0.25
-1.23869141395348,-3.33237955838268,-1.08333333333333,-0.108936167582649,1.56511877319057,0.159908649721357,-0.25
-1.47669335230906,0.344728919832691,0.25,-0.108936167582649,0.173902085910063,0.159908649721357,-0.25
-0.0711496532390725,0.344728919832691,0.25,-1.85191484890503,-1.21731460137044,-1.03940622318882,-0.25
-0.337497093502342,0.344728919832691,-1.08333333333333,-0.108936167582649,-1.21731460137044,1.35922352263154,-0.25
0.801981859888782,0.344728919832691,0.25,-0.108936167582649,0.173902085910063,0.159908649721357,-0.25
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
