"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num"
0.456914002702888,0.25,0.912870929175277,0.833632731979446,-0.330169089872109,0.080968784453912,0.684653196881458
0.555856055365115,0.25,0,-1.27238680144231,-1.38671017746286,0.080968784453912,0.684653196881458
1.00724026573224,0.25,-1.82574185835055,0.833632731979446,0.72637199771864,1.3764693357165,0.684653196881458
0.676898824369586,2.91666666666667,-0.912870929175277,-1.27238680144231,-0.330169089872109,0.080968784453912,-0.684653196881458
-0.437709735150341,-1.08333333333333,0.912870929175277,0.833632731979446,-0.330169089872109,1.3764693357165,-2.05395959064437
0.964751279796149,0.25,0,-0.570380290301726,0.72637199771864,0.080968784453912,0.684653196881458
1.54650114132469,0.25,0,-1.27238680144231,0.72637199771864,1.3764693357165,0.684653196881458
-0.292774074506954,-1.08333333333333,0.912870929175277,0.833632731979446,0.72637199771864,-1.21453176680868,0.684653196881458
0.00672652736134837,0.25,0,-0.570380290301726,0.72637199771864,0.080968784453912,-0.684653196881458
-1.04451335170283,-1.08333333333333,0.912870929175277,0.833632731979446,0.72637199771864,-1.21453176680868,-2.05395959064437
-1.60990911715601,0.25,0.912870929175277,0.833632731979446,-2.44325126505361,-2.51003231807127,0.684653196881458
-0.932216539646682,-1.08333333333333,0.912870929175277,0.833632731979446,0.72637199771864,0.080968784453912,0.684653196881458
-1.99511033688716,0.25,-0.912870929175277,-1.27238680144231,-0.330169089872109,0.080968784453912,-0.684653196881458
-0.188544451003392,0.25,0.912870929175277,0.833632731979446,-1.38671017746286,0.080968784453912,0.684653196881458
0.555902311990418,-1.08333333333333,-1.82574185835055,0.833632731979446,0.72637199771864,0.080968784453912,0.684653196881458
0.72998719741092,0.25,-0.912870929175277,-1.27238680144231,0.72637199771864,0.080968784453912,-0.684653196881458
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
