"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num"
-1.13655153799416,0.576261639096512,-0.390968550675226
0.862044837294877,0.576261639096512,-0.390968550675226
-1.08535200100785,0.576261639096512,0.856407301479067
-0.313550115768996,0.576261639096512,0.856407301479067
0.927473595687124,0.576261639096512,0.856407301479067
1.2006806266436,0.576261639096512,-1.63834440282952
1.03203828378999,-0.968119553682141,-0.390968550675226
-1.00365309967,0.576261639096512,0.856407301479067
-1.35737426371127,0.576261639096512,-0.390968550675226
NA,NA,NA
-0.628657582853816,0.576261639096512,0.856407301479067
0.115657579876876,0.576261639096512,0.856407301479067
-0.875905658500516,0.576261639096512,0.856407301479067
0.172517354030446,0.576261639096512,0.856407301479067
NA,NA,NA
-0.554405220216593,0.576261639096512,0.856407301479067
1.02850468252828,-2.51250074646079,-1.63834440282952
0.868735297473371,-2.51250074646079,-0.390968550675226
NA,NA,NA
0.430198648318307,0.576261639096512,0.856407301479067
1.68855257838249,-0.968119553682141,-0.390968550675226
-1.86888883139535,0.576261639096512,0.856407301479067
-0.172751736865985,0.576261639096512,0.856407301479067
-1.11386764961112,0.576261639096512,0.856407301479067
-0.548353927466397,-0.968119553682141,-1.63834440282952
0.802771290005092,0.576261639096512,0.856407301479067
0.707626504602404,0.576261639096512,-0.390968550675226
-0.0457837658695156,-0.968119553682141,-0.390968550675226
0.361236288664343,0.576261639096512,-0.390968550675226
0.213587669515911,0.576261639096512,-0.390968550675226
-0.402916408833866,-2.51250074646079,0.856407301479067
-0.145381925451656,0.576261639096512,0.856407301479067
0.572743030033547,0.576261639096512,0.856407301479067
-0.902911720311476,0.576261639096512,0.856407301479067
NA,NA,NA
0.241848674532583,0.576261639096512,0.856407301479067
NA,NA,NA
NA,NA,NA
0.219386912511771,-0.968119553682141,-1.63834440282952
-2.22979151522163,0.576261639096512,0.856407301479067
1.83556851468326,0.576261639096512,0.856407301479067
1.25265703997067,-0.968119553682141,-0.390968550675226
0.71861185580955,-2.51250074646079,-1.63834440282952
0.594334349110059,-2.51250074646079,-1.63834440282952
-2.1639548413368,0.576261639096512,0.856407301479067
1.11602883592542,0.576261639096512,-0.390968550675226
0.74100863054222,-0.968119553682141,-1.63834440282952
0.508117109884908,0.576261639096512,0.856407301479067
NA,NA,NA
0.629283220472968,0.576261639096512,0.856407301479067
0.67253473666252,0.576261639096512,0.856407301479067
0.598905954879769,-0.968119553682141,-1.63834440282952
-1.7488191808622,NA,NA
NA,0.576261639096512,0.856407301479067
-1.66484162146834,0.576261639096512,0.856407301479067
-0.615154563738483,0.576261639096512,-0.390968550675226
1.26387102570098,-0.968119553682141,-1.63834440282952
1.11914801353361,0.576261639096512,-1.63834440282952
0.538111148552531,0.576261639096512,0.856407301479067
0.404328001206673,-0.968119553682141,-0.390968550675226
-1.32352185240328,0.576261639096512,-0.390968550675226
-1.12733169050174,0.576261639096512,0.856407301479067
0.0746028509652355,0.576261639096512,0.856407301479067
NA,NA,NA
1.17087237710634,-0.968119553682141,-1.63834440282952
0.30481171240263,0.576261639096512,-0.390968550675226
1.30402673235292,0.576261639096512,0.856407301479067
-0.642832263041519,0.576261639096512,-0.390968550675226
1.13961561373624,0.576261639096512,0.856407301479067
-1.14942189784212,-2.51250074646079,-1.63834440282952
-0.0607106338309683,0.576261639096512,-0.390968550675226
-1.77554204335146,0.576261639096512,0.856407301479067
-1.07324552475908,0.576261639096512,0.856407301479067
-0.0315649433728874,-0.968119553682141,0.856407301479067
0.648298416094377,-0.968119553682141,-1.63834440282952
-0.31730197622485,0.576261639096512,-1.63834440282952
