"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num"
NA,1.22474487139159,1.70084012854152,0.58554004376912,0.377964473009227,1.22474487139159,0.645497224367903,-0.447213595499958,-1.79284291400159,-0.885614885540095,0,1.0690449676497,0,-0.158776837207489,-0.117579270250443,0.544704779401922,0.544704779401922,0,0,0,0,-1.0690449676497
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0679621450737247,1.22474487139159,-0.944911182523068,0.58554004376912,0.377964473009227,0,-1.29099444873581,-0.447213595499958,0.597614304667197,1.10701860692512,0,-0.801783725737273,-1.22474487139159,-0.158776837207489,0.705475621502659,0.544704779401922,0.544704779401922,0,0,0,0,0.801783725737273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.923830464161642,-1.22474487139159,-0.944911182523068,-1.4638501094228,-2.26778683805536,1.22474487139159,-1.29099444873581,-0.447213595499958,-0.597614304667197,1.10701860692512,-2,1.0690449676497,1.22474487139159,0.952661023244934,0.705475621502659,0.544704779401922,0.544704779401922,-1.73205080756888,-1.73205080756888,0,0,0.801783725737273
-0.884001535907048,-1.22474487139159,0.377964473009227,0.58554004376912,0.377964473009227,0,NA,NA,NA,NA,0,1.0690449676497,1.22474487139159,0.952661023244934,0.705475621502659,0.544704779401922,0.544704779401922,0,0,-1.73205080756888,-1.73205080756888,0.801783725737273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.664669455227901,0,-0.944911182523068,-1.4638501094228,0.377964473009227,-1.22474487139159,0.645497224367903,NA,0.597614304667197,0.442807442770048,1,-0.801783725737273,-1.22474487139159,-1.27021469765991,-1.76368905375665,-1.99725085780705,-0.726273039202563,0,0,0,0,-1.0690449676497
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.32010337889492,0,0.377964473009227,0.58554004376912,0.377964473009227,0,0.645497224367903,1.78885438199983,0.597614304667197,-0.885614885540095,0,-0.801783725737273,0,-1.27021469765991,-0.940634162003545,-0.726273039202563,-1.99725085780705,0,0,0,0,-1.0690449676497
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.08443593132794,0,0.377964473009227,0.58554004376912,0.377964473009227,-1.22474487139159,0.645497224367903,-0.447213595499958,0.597614304667197,-0.885614885540095,1,-0.801783725737273,0,0.952661023244934,0.705475621502659,0.544704779401922,0.544704779401922,1.73205080756888,1.73205080756888,1.73205080756888,1.73205080756888,0.801783725737273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
