"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
-0.453745604639536,-0.403768513519791,0.820270751061803,NA,-0.196116135138184,0.371709945158283
0.145897385415951,-0.403768513519791,-0.434260985856249,NA,-0.196116135138184,-1.00892699400105
0.759564127642739,-1.90348013516473,-1.6887927227743,-1.62223274020479,-1.89578930633578,-1.00892699400105
-1.77438934270095,1.09594310812515,-0.434260985856249,NA,-0.196116135138184,0.371709945158283
-0.323075420394901,-0.403768513519791,-0.434260985856249,-0.473151215893064,1.50355703605941,-1.00892699400105
-0.90984372802781,1.09594310812515,0.820270751061803,-1.62223274020479,-0.196116135138184,0.371709945158283
0.310706725700581,1.09594310812515,-1.6887927227743,0.675930308418663,-0.196116135138184,-1.00892699400105
0.73329062685207,1.09594310812515,0.820270751061803,0.675930308418663,-0.196116135138184,-1.00892699400105
-0.797493613611577,-0.403768513519791,-0.434260985856249,NA,-0.196116135138184,0.371709945158283
-0.0806053450174773,-0.403768513519791,0.820270751061803,NA,-0.196116135138184,0.371709945158283
0.00743623491755109,1.09594310812515,0.820270751061803,0.675930308418663,1.50355703605941,1.75234688431762
-1.2957792027031,1.09594310812515,0.820270751061803,-1.62223274020479,-0.196116135138184,-1.00892699400105
-1.23131216029318,-0.403768513519791,0.820270751061803,-0.473151215893064,-0.196116135138184,0.371709945158283
0.180446857399001,1.09594310812515,0.820270751061803,-0.473151215893064,1.50355703605941,0.371709945158283
1.06434656476705,-0.403768513519791,0.820270751061803,0.675930308418663,-0.196116135138184,0.371709945158283
0.644622929282488,-0.403768513519791,-0.434260985856249,0.675930308418663,-0.196116135138184,0.371709945158283
-0.701387128850299,1.09594310812515,0.820270751061803,NA,1.50355703605941,1.75234688431762
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.05315341790651,-0.403768513519791,-1.6887927227743,-0.473151215893064,-0.196116135138184,-2.38956393316039
-0.0926250213966247,-1.90348013516473,-1.6887927227743,0.675930308418663,-0.196116135138184,0.371709945158283
-2.32130984432184,1.09594310812515,0.820270751061803,NA,1.50355703605941,0.371709945158283
0.0779475111985756,-0.403768513519791,0.820270751061803,1.82501183273039,-0.196116135138184,0.371709945158283
1.35826317363472,-0.403768513519791,-0.434260985856249,NA,-0.196116135138184,0.371709945158283
0.803806659982668,-0.403768513519791,0.820270751061803,0.675930308418663,-0.196116135138184,0.371709945158283
0.294528314390453,1.09594310812515,0.820270751061803,-0.473151215893064,1.50355703605941,1.75234688431762
0.487848833467944,-1.90348013516473,-0.434260985856249,NA,-1.89578930633578,-1.00892699400105
2.05970704939899,-0.403768513519791,-1.6887927227743,0.675930308418663,-1.89578930633578,-1.00892699400105
