"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q23a_num"
0.250695475234704,-0.403768513519791,NA,NA,-0.196116135138184
0.313369623889481,-0.403768513519791,NA,NA,-0.196116135138184
1.37114688879205,-1.90348013516473,-1.62223274020479,-2.70253982183342,-1.89578930633578
-2.13878672683674,1.09594310812515,NA,NA,-0.196116135138184
-1.38183484504502,-0.403768513519791,-0.473151215893064,0.831550714410285,1.50355703605941
-0.815327515437625,1.09594310812515,-1.62223274020479,-0.346479464337618,-0.196116135138184
0.344170432544505,1.09594310812515,0.675930308418663,-0.346479464337618,-0.196116135138184
0.906615810380309,1.09594310812515,0.675930308418663,0.831550714410285,-0.196116135138184
-0.424608996353735,-0.403768513519791,NA,NA,-0.196116135138184
0.344273151268088,-0.403768513519791,NA,NA,-0.196116135138184
0.21717036602041,1.09594310812515,0.675930308418663,-0.346479464337618,1.50355703605941
-1.14268873263333,1.09594310812515,-1.62223274020479,0.831550714410285,-0.196116135138184
-0.696657965175316,-0.403768513519791,-0.473151215893064,-0.346479464337618,-0.196116135138184
0.259461931725289,1.09594310812515,-0.473151215893064,0.831550714410285,1.50355703605941
-0.79960046044066,-0.403768513519791,0.675930308418663,0.831550714410285,-0.196116135138184
-0.0241410878551661,-0.403768513519791,0.675930308418663,-0.346479464337618,-0.196116135138184
-0.224614509001859,1.09594310812515,NA,NA,1.50355703605941
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.439631401334287,-0.403768513519791,-0.473151215893064,0.831550714410285,-0.196116135138184
1.15233797248423,-1.90348013516473,0.675930308418663,-0.346479464337618,-0.196116135138184
-1.93127148524309,1.09594310812515,NA,NA,1.50355703605941
1.06937201457163,-0.403768513519791,1.82501183273039,0.831550714410285,-0.196116135138184
2.10364588075079,-0.403768513519791,NA,NA,-0.196116135138184
0.136928687298505,-0.403768513519791,0.675930308418663,0.831550714410285,-0.196116135138184
0.0639808499567675,1.09594310812515,-0.473151215893064,-0.346479464337618,1.50355703605941
0.624006493484027,-1.90348013516473,NA,NA,-1.89578930633578
0.861988146956049,-0.403768513519791,0.675930308418663,-1.52450964308552,-1.89578930633578
