"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q22a_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q20_num"
2.09685072247248,1.21021563203186,-1.70985282220332,1.33539082673323,-0.393106813770719,-0.44586891706437,-0.504656075637413
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.689139014818817,1.21021563203186,-0.227980376293776,-1.44222209287189,-2.09656967344384,-0.44586891706437,-0.504656075637413
1.45091445509012,-0.44586891706437,-0.227980376293776,1.33539082673323,1.3103560459024,1.21021563203186,-0.504656075637413
-0.214363284403532,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,1.36978077673012
0.595836875076075,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,-0.504656075637413
-0.614582366750456,1.21021563203186,1.25389206961577,-1.44222209287189,-0.393106813770719,-0.44586891706437,-0.504656075637413
0.722310339126045,1.21021563203186,-0.227980376293776,1.33539082673323,1.3103560459024,1.21021563203186,-0.504656075637413
-0.944016582649878,-0.44586891706437,-1.70985282220332,-0.053415633069329,-0.393106813770719,-0.44586891706437,-0.504656075637413
NA,NA,NA,NA,NA,NA,NA
1.24328570665601,1.21021563203186,-0.227980376293776,-0.053415633069329,1.3103560459024,1.21021563203186,-0.504656075637413
1.1962691559491,1.21021563203186,-1.70985282220332,-1.44222209287189,-0.393106813770719,-0.44586891706437,-0.504656075637413
-0.357002551977806,NA,NA,NA,NA,NA,NA
NA,-0.44586891706437,-1.70985282220332,-0.053415633069329,1.3103560459024,1.21021563203186,-0.504656075637413
NA,NA,NA,NA,NA,NA,NA
-1.5819322622824,-0.44586891706437,1.25389206961577,-0.053415633069329,1.3103560459024,-0.44586891706437,1.36978077673012
-0.326557413472014,-2.1019534661606,1.25389206961577,1.33539082673323,-0.393106813770719,1.21021563203186,-0.504656075637413
-0.647411350704173,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-2.1019534661606,3.24421762909766
-1.33071883540681,-0.44586891706437,1.25389206961577,-1.44222209287189,-0.393106813770719,-0.44586891706437,-0.504656075637413
-0.0157838927905892,1.21021563203186,-0.227980376293776,-1.44222209287189,-0.393106813770719,-0.44586891706437,1.36978077673012
NA,NA,NA,NA,NA,NA,NA
1.91513844068516,1.21021563203186,1.25389206961577,1.33539082673323,1.3103560459024,1.21021563203186,-0.504656075637413
-1.07053764373984,-0.44586891706437,1.25389206961577,-1.44222209287189,-2.09656967344384,-2.1019534661606,-0.504656075637413
-0.652137140798634,1.21021563203186,-0.227980376293776,-0.053415633069329,-0.393106813770719,1.21021563203186,-0.504656075637413
-0.59128878485975,-2.1019534661606,1.25389206961577,1.33539082673323,1.3103560459024,1.21021563203186,1.36978077673012
0.563848582963275,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,-0.504656075637413
NA,NA,NA,NA,NA,NA,NA
0.972275174825681,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,-0.504656075637413
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-0.0991338304700875,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,-0.504656075637413
-0.79403541084318,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,1.36978077673012
NA,NA,NA,NA,NA,NA,NA
-0.629455387639182,-0.44586891706437,-0.227980376293776,-0.053415633069329,-0.393106813770719,-0.44586891706437,-0.504656075637413
-0.198633699236788,-0.44586891706437,1.25389206961577,1.33539082673323,1.3103560459024,1.21021563203186,-0.504656075637413
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
