"PROFICIENCIA_LP_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num"
-0.643397312018166,0.695057775904821,1.64991582276861,1.76574992765611,1.37925811260129
1.26975737591651,-1.58870348778245,-0.54997194092287,-1.12365904487207,0.334365603054858
-0.737092687994917,0.695057775904821,-0.54997194092287,-0.160522720696009,-0.710526906491573
-0.833445256680059,-0.066195978657602,0.54997194092287,-1.12365904487207,0.334365603054858
-0.480891735589293,0.695057775904821,0.54997194092287,NA,-0.710526906491573
1.30278758523099,0.695057775904821,-0.54997194092287,-0.160522720696009,-0.710526906491573
-1.43226605850594,0.695057775904821,-0.54997194092287,-0.160522720696009,-0.710526906491573
NA,NA,NA,NA,NA
-1.18382918844509,-0.066195978657602,1.64991582276861,1.76574992765611,1.37925811260129
NA,NA,NA,NA,NA
-0.0719418910986152,0.695057775904821,-0.54997194092287,0.802613603480048,1.37925811260129
NA,NA,NA,NA,NA
-0.189682034692946,0.695057775904821,0.54997194092287,NA,1.37925811260129
-1.10561393804457,NA,-1.64991582276861,-1.12365904487207,-0.710526906491573
1.56069750037141,-0.066195978657602,-0.54997194092287,-1.12365904487207,-0.710526906491573
1.38396360234694,-1.58870348778245,-1.64991582276861,-1.12365904487207,-1.755419416038
NA,NA,NA,NA,NA
-0.66821568381569,0.695057775904821,1.64991582276861,1.76574992765611,1.37925811260129
-0.576686365502667,0.695057775904821,0.54997194092287,-0.160522720696009,0.334365603054858
0.11127730849828,-1.58870348778245,0.54997194092287,-1.12365904487207,-0.710526906491573
-0.190697089668726,-1.58870348778245,-0.54997194092287,-0.160522720696009,-0.710526906491573
0.468609551234786,-1.58870348778245,0.54997194092287,-0.160522720696009,-1.755419416038
-0.161600492301949,0.695057775904821,-0.54997194092287,-0.160522720696009,-0.710526906491573
2.00489871427762,0.695057775904821,-0.54997194092287,-1.12365904487207,-0.710526906491573
0.713213610640618,0.695057775904821,0.54997194092287,-1.12365904487207,0.334365603054858
-0.755287427699744,0.695057775904821,0.54997194092287,0.802613603480048,0.334365603054858
0.832502111448743,0.695057775904821,-0.54997194092287,-1.12365904487207,-0.710526906491573
-0.666007416408465,0.695057775904821,-0.54997194092287,0.802613603480048,0.334365603054858
-0.571334493408446,0.695057775904821,0.54997194092287,-1.12365904487207,1.37925811260129
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.19671190426616,0.695057775904821,1.64991582276861,1.76574992765611,1.37925811260129
1.10404490146047,-1.58870348778245,0.54997194092287,-0.160522720696009,-0.710526906491573
-1.42179906332235,0.695057775904821,0.54997194092287,0.802613603480048,1.37925811260129
1.60286903383773,-1.58870348778245,-0.54997194092287,-0.160522720696009,-0.710526906491573
-1.95219880704404,0.695057775904821,-1.64991582276861,-1.12365904487207,-1.755419416038
0.498623912671593,-0.066195978657602,-1.64991582276861,-1.12365904487207,-1.755419416038
1.96513939106185,0.695057775904821,-0.54997194092287,-1.12365904487207,0.334365603054858
-1.64949065290756,0.695057775904821,0.54997194092287,0.802613603480048,0.334365603054858
1.21806358812834,0.695057775904821,-0.54997194092287,-1.12365904487207,1.37925811260129
1.05606201816289,-1.58870348778245,-0.54997194092287,-0.160522720696009,-0.710526906491573
0.41195771421623,0.695057775904821,-0.54997194092287,-0.160522720696009,-0.710526906491573
NA,NA,NA,NA,NA
0.261994941777867,0.695057775904821,-0.54997194092287,-0.160522720696009,0.334365603054858
-0.40262255288042,0.695057775904821,1.64991582276861,1.76574992765611,1.37925811260129
1.82022608683965,-1.58870348778245,-0.54997194092287,-0.160522720696009,-0.710526906491573
0.633086624790959,0.695057775904821,-0.54997194092287,-0.160522720696009,-0.710526906491573
0.393166357658144,NA,0.54997194092287,-0.160522720696009,0.334365603054858
NA,NA,NA,NA,NA
-0.732691386132254,-1.58870348778245,-0.54997194092287,-0.160522720696009,-0.710526906491573
-0.327777146286016,NA,-1.64991582276861,-0.160522720696009,-0.710526906491573
-0.105333095840338,-1.58870348778245,1.64991582276861,1.76574992765611,1.37925811260129
NA,NA,NA,NA,NA
-0.607954892453135,-1.58870348778245,-0.54997194092287,-0.160522720696009,-0.710526906491573
-0.392220042441052,0.695057775904821,1.64991582276861,1.76574992765611,1.37925811260129
-0.347691379886434,NA,0.54997194092287,0.802613603480048,0.334365603054858
-1.00575674797012,0.695057775904821,0.54997194092287,-0.160522720696009,0.334365603054858
0.000210027514008853,0.695057775904821,-1.64991582276861,-0.160522720696009,-0.710526906491573
-0.202915214780458,-0.827449733220025,1.64991582276861,1.76574992765611,1.37925811260129
