"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21b_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-0.302643561268475,1.57416830901357,0.539359889970594,-1.12464311423107,-0.845154254728517,-0.707106781186547,1.11803398874989,1.01418510567422,1.26131244777378,1.26131244777378,1.26131244777378,1.57416830901357,-0.92499458012576,0.621059003408119,0.948683298050514,-0.474341649025257,-0.301511344577763
-0.302619272630048,1.57416830901357,0.539359889970594,-1.12464311423107,-1.69030850945703,-0.707106781186547,-1.11803398874989,NA,-0.720749970156447,-0.720749970156447,-0.720749970156447,0.242179739848241,-0.92499458012576,NA,NA,NA,3.01511344577764
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.301613487295348,-1.08980882931709,0.539359889970594,1.19493330887051,-1.69030850945703,-0.707106781186547,1.11803398874989,-1.52127765851133,-0.720749970156447,-0.720749970156447,-0.720749970156447,-1.08980882931709,-0.92499458012576,0.621059003408119,-0.948683298050514,-0.474341649025257,-0.301511344577763
-0.300876775643804,0.242179739848241,-0.943879807448539,1.19493330887051,0,1.41421356237309,-1.11803398874989,-0.253546276418555,-0.720749970156447,-0.720749970156447,-0.720749970156447,0.242179739848241,1.61874051522008,-0.414039335605412,0.948683298050514,-0.474341649025257,-0.301511344577763
-0.301232180300816,-1.08980882931709,0.539359889970594,-0.351450973197208,0.845154254728517,-0.707106781186547,-1.11803398874989,-0.253546276418555,-0.720749970156447,-0.720749970156447,-0.720749970156447,0.242179739848241,-0.92499458012576,0.621059003408119,-0.948683298050514,-0.474341649025257,-0.301511344577763
3.01511285834748,-1.08980882931709,0.539359889970594,-0.351450973197208,0.845154254728517,0.707106781186547,-1.11803398874989,-0.253546276418555,-0.720749970156447,-0.720749970156447,-0.720749970156447,-1.08980882931709,0.34687296754716,-0.414039335605412,0.948683298050514,-0.474341649025257,-0.301511344577763
-0.301127189758314,0.242179739848241,-0.943879807448539,-1.12464311423107,0.845154254728517,1.41421356237309,0,1.01418510567422,1.26131244777378,1.26131244777378,1.26131244777378,-1.08980882931709,-0.92499458012576,-1.44913767461894,0.948683298050514,-0.474341649025257,-0.301511344577763
-0.301628025321021,0.242179739848241,0.539359889970594,-0.351450973197208,0.845154254728517,-0.707106781186547,1.11803398874989,1.01418510567422,1.26131244777378,1.26131244777378,1.26131244777378,0.242179739848241,0.34687296754716,-0.414039335605412,-0.948683298050514,1.89736659610103,-0.301511344577763
-0.30073362186997,-1.08980882931709,-2.42711950486767,1.19493330887051,0,-0.707106781186547,0,-0.253546276418555,-0.720749970156447,-0.720749970156447,-0.720749970156447,-1.08980882931709,0.34687296754716,-1.44913767461894,-0.948683298050514,-0.474341649025257,-0.301511344577763
-0.301487239618976,0.242179739848241,0.539359889970594,-0.351450973197208,0.845154254728517,1.41421356237309,1.11803398874989,1.01418510567422,1.26131244777378,1.26131244777378,1.26131244777378,0.242179739848241,0.34687296754716,0.621059003408119,-0.948683298050514,1.89736659610103,-0.301511344577763
-0.301151504640705,0.242179739848241,0.539359889970594,1.19493330887051,0,-0.707106781186547,0,-1.52127765851133,-0.720749970156447,-0.720749970156447,-0.720749970156447,1.57416830901357,1.61874051522008,1.65615734242165,0.948683298050514,-0.474341649025257,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
