"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num"
NA,0.242179739848241,0.936281675898539,0.539359889970594,1.35680105059994,1.82781538753483,0.786566506207116,-0.539359889970594,0.270281238808668
-1.99109537418706,1.57416830901357,0.936281675898539,0.539359889970594,-1.95982373975546,-1.04446593573419,-0.449466574975495,-0.539359889970594,0.270281238808668
0.177850153813764,0.242179739848241,-0.20806259464412,0.539359889970594,1.35680105059994,0.870388279778489,0.786566506207116,-0.539359889970594,-1.71178117912156
0.519274213279125,-1.08980882931709,-1.35240686518678,0.539359889970594,1.35680105059994,-0.0870388279778488,0.786566506207116,0.943879807448539,-1.71178117912156
0.339552496558443,0.242179739848241,-0.20806259464412,-0.943879807448539,-0.301511344577763,-0.0870388279778488,-0.449466574975495,-0.539359889970594,0.270281238808668
-1.27482789741021,-1.08980882931709,0.936281675898539,0.539359889970594,-0.301511344577763,-1.04446593573419,0.786566506207116,0.943879807448539,0.270281238808668
1.04727276759711,-1.08980882931709,-1.35240686518678,-2.42711950486767,-0.301511344577763,-1.04446593573419,0.786566506207116,-2.02259958738973,-0.720749970156447
-0.256998031315258,1.57416830901357,0.936281675898539,0.539359889970594,-0.301511344577763,-1.04446593573419,-1.68549965615811,0.943879807448539,1.26131244777378
1.31469374736793,0.242179739848241,0.936281675898539,0.539359889970594,-0.301511344577763,0.870388279778489,0.786566506207116,-0.539359889970594,0.270281238808668
0.279866280962009,-1.08980882931709,-1.35240686518678,-0.943879807448539,-0.301511344577763,-0.0870388279778488,-1.68549965615811,0.943879807448539,0.270281238808668
-0.155588356665855,0.242179739848241,-0.20806259464412,0.539359889970594,-0.301511344577763,0.870388279778489,-0.449466574975495,0.943879807448539,1.26131244777378
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
