"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q23d_num"
-0.142181443430759,0.336210166326365,0
-0.0755009865088969,0.336210166326365,0
-0.284486854167837,0.336210166326365,0
0.819375713375169,0.336210166326365,0
-1.05306157029427,0.336210166326365,1.30088727117598
NA,NA,NA
1.22179571989214,0.336210166326365,1.30088727117598
0.575401954675567,-3.10060486723203,-2.60177454235196
0.0960846460920196,0.336210166326365,-1.30088727117598
0.0776637943855944,0.336210166326365,1.30088727117598
-0.866057808461077,0.336210166326365,0
-2.53652358287791,-1.38219735045283,0
-0.830165273980072,0.336210166326365,1.30088727117598
-0.533711549344381,0.336210166326365,-1.30088727117598
0.166803481953926,0.336210166326365,0
0.406685421886031,0.336210166326365,0
0.567729782939443,0.336210166326365,1.30088727117598
1.09723300159911,0.336210166326365,0
1.68922054220718,0.336210166326365,1.30088727117598
-0.181744652040793,0.336210166326365,0
-0.187972724446574,0.336210166326365,0
-0.888777864263662,-3.10060486723203,-1.30088727117598
NA,NA,NA
0.389815549164853,0.336210166326365,1.30088727117598
-1.25899383910056,0.336210166326365,-1.30088727117598
-0.430831937116498,0.336210166326365,0
0.0846209024322623,0.336210166326365,0
-0.18003718719953,0.336210166326365,-1.30088727117598
0.233533545076899,0.336210166326365,0
NA,NA,NA
-0.0814542387129998,0.336210166326365,0
0.878148623141115,0.336210166326365,0
0.421253640776956,0.336210166326365,NA
1.69428060566169,0.336210166326365,0
-0.386795209882384,0.336210166326365,0
1.50962810385986,0.336210166326365,1.30088727117598
-0.153776223210206,0.336210166326365,0
0.177328218101061,0.336210166326365,0
0.0121716923475734,0.336210166326365,-1.30088727117598
-1.23781838830208,0.336210166326365,0
-0.277476306293717,0.336210166326365,1.30088727117598
-1.12297121077412,0.336210166326365,0
-3.14358062366242,-3.10060486723203,-2.60177454235196
1.03562152246772,0.336210166326365,1.30088727117598
1.10345853365009,0.336210166326365,0
-0.0147979613500587,0.336210166326365,1.30088727117598
0.482867660263153,0.336210166326365,0
1.87663018345588,0.336210166326365,0
-0.748635403984459,-3.10060486723203,-1.30088727117598
NA,NA,NA
