"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-0.089629754051534,NA,-0.994369173635193,0,NA
-0.192051533559313,NA,1.54936592171065,0,NA
0.181780976416222,0.919817076792504,0.277498374037728,0,-0.288201119275695
0.801577063082817,0.919817076792504,0.277498374037728,-1.34164078649987,-0.288201119275695
-0.21587409925478,-1.72465701898594,1.54936592171065,1.34164078649987,-0.288201119275695
-0.729828967215624,0.919817076792504,1.54936592171065,0,-0.288201119275695
0.899729279854319,NA,0.277498374037728,0,NA
1.02198890450277,0.919817076792504,0.277498374037728,0,-0.288201119275695
1.47326225392811,0.919817076792504,-0.994369173635193,0,-0.288201119275695
1.94675250581517,0.919817076792504,0.277498374037728,1.34164078649987,-0.288201119275695
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.335339632760493,0.0383257115330212,0.277498374037728,0,-0.288201119275695
NA,NA,NA,NA,NA
-1.65921600773468,0.919817076792504,0.277498374037728,1.34164078649987,-0.288201119275695
0.687686341265957,0.919817076792504,-0.994369173635193,-1.34164078649987,-0.288201119275695
1.89633222832625,0.0383257115330212,0.277498374037728,0,-0.288201119275695
0.282740614532529,0.919817076792504,-0.994369173635193,0,-0.288201119275695
-1.56455444575583,-0.843165653726462,1.54936592171065,0,-0.288201119275695
-1.60069722854341,-0.843165653726462,0.277498374037728,1.34164078649987,-0.288201119275695
0.610471367952118,0.0383257115330212,-0.994369173635193,-1.34164078649987,-0.288201119275695
0.972270744914644,-0.843165653726462,-0.994369173635193,0,-0.288201119275695
-0.0458013220775008,0.919817076792504,0.277498374037728,1.34164078649987,-0.288201119275695
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.82815600049796,0.919817076792504,1.54936592171065,0,4.1308827096183
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.424387442702619,-1.72465701898594,1.54936592171065,1.34164078649987,-0.288201119275695
-0.601853230736392,NA,0.277498374037728,0,NA
0.430351698264641,0.919817076792504,0.277498374037728,1.34164078649987,-0.288201119275695
-1.3337819269479,-1.72465701898594,1.54936592171065,1.34164078649987,-0.288201119275695
1.59507901290873,NA,-0.994369173635193,0,NA
1.74234070396571,0.919817076792504,1.54936592171065,0,-0.288201119275695
0.469433204887402,0.919817076792504,0.277498374037728,-1.34164078649987,-0.288201119275695
-0.462458580600388,-0.843165653726462,0.277498374037728,1.34164078649987,1.9213407951713
-0.363931381205233,-1.72465701898594,-0.994369173635193,0,-0.288201119275695
-0.0852110950248448,0.919817076792504,NA,0,-0.288201119275695
-0.553508182947739,0.0383257115330212,0.277498374037728,1.34164078649987,-0.288201119275695
1.00683121251937,0.919817076792504,-2.26623672130811,-1.34164078649987,-0.288201119275695
0.098289073512743,NA,0.277498374037728,0,NA
0.213201292753595,0.0383257115330212,0.277498374037728,0,-0.288201119275695
1.30506778301143,0.0383257115330212,-0.994369173635193,0,-0.288201119275695
-1.10277685670568,-0.843165653726462,0.277498374037728,1.34164078649987,-0.288201119275695
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.721140725255383,-1.72465701898594,-0.994369173635193,0,-0.288201119275695
-0.681509529572764,-0.843165653726462,0.277498374037728,0,4.1308827096183
0.836401246518474,0.0383257115330212,0.277498374037728,-2.68328157299975,-0.288201119275695
1.99287985231963,0.919817076792504,-0.994369173635193,-1.34164078649987,-0.288201119275695
-1.47548550946316,0.919817076792504,1.54936592171065,1.34164078649987,-0.288201119275695
-1.44025184645668,NA,1.54936592171065,0,NA
0.184587307108131,NA,-0.994369173635193,0,NA
-0.847440713953628,-0.843165653726462,0.277498374037728,0,-0.288201119275695
-1.01350762402828,NA,0.277498374037728,0,NA
-0.00484930534261676,-0.843165653726462,0.277498374037728,-1.34164078649987,-0.288201119275695
0.421464270769849,0.919817076792504,-0.994369173635193,-1.34164078649987,-0.288201119275695
-1.02722876456873,0.919817076792504,-0.994369173635193,0,-0.288201119275695
-0.481794584027718,0.0383257115330212,0.277498374037728,0,-0.288201119275695
-1.16589124325746,-1.72465701898594,-0.994369173635193,-1.34164078649987,-0.288201119275695
0.368518081567094,-0.843165653726462,-0.994369173635193,0,-0.288201119275695
NA,NA,NA,NA,NA
-0.0882588639524077,0.919817076792504,0.277498374037728,NA,-0.288201119275695
-0.587571252239815,NA,-0.994369173635193,1.34164078649987,NA
0.706294616646707,0.0383257115330212,-0.994369173635193,0,-0.288201119275695
-0.863625437414604,-1.72465701898594,-2.26623672130811,-2.68328157299975,1.9213407951713
